dsgdb9 ID	symmetry point group	composition	mu / D	alpha / bohr^3	E(HOMO) / eV	E(LUMO) / eV	chemical hardness / eV	zpve / eV	U(0K) / kcal.mol-1	U(298.15K) / kcal.mol-1	H(298.15K) / kcal.mol-1	G(298.15K) / kcal.mol-1	Cv(298.15K) / cal.mol-1.K-1	SMILES BASIC	SMILES STEREO	InChi1	InChi2
19339	C1	N2 C5 O1 H4	4.9489	59.45	-6.82733680911851	-0.451709011683409	6.3756277974351	2.27321199560363	-236833.761620337	-236829.935067564	-236829.34269862	-236852.695463697	23.457	N#CC12OC1C1NC21	N#C[C@]12O[C@H]1[C@H]1N[C@@H]21	InChI=1S/C5H4N2O/c6-1-5-3-2(7-3)4(5)8-5/h2-4,7H	InChI=1S/C5H4N2O/c6-1-5-3-2(7-3)4(5)8-5/h2-4,7H/t2-,3+,4-,5+/m0/s1
111489	C1	C8 O1 H14	1.1482	84.19	-7.0667970080832	2.02996941395074	9.09676642203394	5.64320612523807	-243653.363901877	-243647.718826648	-243647.126457705	-243674.200353963	35.581	CC1CC2CC2C1CO	C[C@H]1C[C@H]2C[C@H]2[C@H]1CO	InChI=1S/C8H14O/c1-5-2-6-3-7(6)8(5)4-9/h5-9H,2-4H2,1H3	InChI=1S/C8H14O/c1-5-2-6-3-7(6)8(5)4-9/h5-9H,2-4H2,1H3/t5-,6-,7+,8-/m0/s1
121792	Cs	C7 O1 N1 H13	3.5245	83.06	-7.45047755415164	1.1755318858267	8.62600943997834	5.22230040278512	-253744.850154431	-253737.857816361	-253737.265447418	-253767.828296352	39.76	CC(C)(CCCO)C#N	CC(C)(CCCO)C#N	InChI=1S/C7H13NO/c1-7(2,6-8)4-3-5-9/h9H,3-5H2,1-2H3	InChI=1S/C7H13NO/c1-7(2,6-8)4-3-5-9/h9H,3-5H2,1-2H3
63584	C1	C8 O1 H14	1.5374	85.7	-6.62325141227359	2.25310278116785	8.87635419344144	5.59857945179465	-243655.416485367	-243649.529191481	-243648.936822537	-243676.939432818	36.027	CC1(C)CC11CCOC1	CC1(C)C[C@]21CCOC2	InChI=1S/C8H14O/c1-7(2)5-8(7)3-4-9-6-8/h3-6H2,1-2H3	InChI=1S/C8H14O/c1-7(2)5-8(7)3-4-9-6-8/h3-6H2,1-2H3/t8-/m1/s1
113837	C1	C7 O2 H12	2.1166	80.6	-6.45181967892387	2.23949708804485	8.69131676696872	4.91775056792002	-266173.646045406	-266167.525317996	-266166.932949053	-266195.846075579	35.935	COC1CC1C1CC1O	CO[C@H]1C[C@H]1[C@H]1C[C@H]1O	InChI=1S/C7H12O2/c1-9-7-3-5(7)4-2-6(4)8/h4-8H,2-3H2,1H3	InChI=1S/C7H12O2/c1-9-7-3-5(7)4-2-6(4)8/h4-8H,2-3H2,1H3/t4-,5+,6-,7+/m1/s1
61490	C1	O2 C5 N2 H6	2.577	65.75	-8.51444275636979	-0.492526091052391	8.0219166653174	3.0361920545549	-284859.741135837	-284853.947968373	-284853.355599429	-284881.451708621	32.62	OC(CC(O)C#N)C#N	O[C@@H](C[C@@H](O)C#N)C#N	InChI=1S/C5H6N2O2/c6-2-4(8)1-5(9)3-7/h4-5,8-9H,1H2	InChI=1S/C5H6N2O2/c6-2-4(8)1-5(9)3-7/h4-5,8-9H,1H2/t4-,5+
123062	C1	O3 C6 H12	3.209	76.35	-6.71032784826076	1.93200842346518	8.64233627172594	4.91837642980368	-289481.461991527	-289475.003664019	-289474.411295076	-289504.835464416	35.163	OCCCOC1COC1	OCCCOC1COC1	InChI=1S/C6H12O3/c7-2-1-3-9-6-4-8-5-6/h6-7H,1-5H2	InChI=1S/C6H12O3/c7-2-1-3-9-6-4-8-5-6/h6-7H,1-5H2
25474	C1	O1 C7 N1 H7	1.9908	77.67	-5.63819923016881	-0.808178171505857	4.83002105866295	3.41394051842171	-251477.357220093	-251472.638976358	-251472.046607414	-251497.979063939	27.725	O=CC1CN2C=CC=C12	O=C[C@H]1Cn2cccc12	InChI=1S/C7H7NO/c9-5-6-4-8-3-1-2-7(6)8/h1-3,5-6H,4H2	InChI=1S/C7H7NO/c9-5-6-4-8-3-1-2-7(6)8/h1-3,5-6H,4H2/t6-/m1/s1
79308	C1	C7 N2 H8	4.9369	78.37	-7.18652710756555	0.0217691089967908	7.20829621656235	3.73345661572211	-238967.847923017	-238963.100813845	-238962.508444902	-238987.929481206	29.192	CC1C2N3CC1C23C#N	C[C@H]1[C@H]2N3C[C@@H]1[C@@]23C#N	InChI=1S/C7H8N2/c1-4-5-2-9-6(4)7(5,9)3-8/h4-6H,2H2,1H3	InChI=1S/C7H8N2/c1-4-5-2-9-6(4)7(5,9)3-8/h4-6H,2H2,1H3/t4-,5+,6-,7+,9?/m1/s1
15985	C1	C7 O1 H12	1.7961	75	-6.91713438373027	2.05445966157213	8.9715940453024	4.80354437984561	-218988.072398253	-218982.858422033	-218982.266053089	-219008.665376663	31.259	CCC1CCC11CO1	CC[C@H]1CC[C@]21CO2	InChI=1S/C7H12O/c1-2-6-3-4-7(6)5-8-7/h6H,2-5H2,1H3	InChI=1S/C7H12O/c1-2-6-3-4-7(6)5-8-7/h6H,2-5H2,1H3/t6-,7+/m0/s1
94571	C1	C7 O2 H12	0.4333	77.8	-6.69672215513776	1.90207589859459	8.59879805373235	4.96332963988205	-266178.265142645	-266172.50837073	-266171.916001786	-266200.573731957	32.728	CC1OCC1C1COC1	C[C@H]1OC[C@H]1C1COC1	InChI=1S/C7H12O2/c1-5-7(4-9-5)6-2-8-3-6/h5-7H,2-4H2,1H3	InChI=1S/C7H12O2/c1-5-7(4-9-5)6-2-8-3-6/h5-7H,2-4H2,1H3/t5-,7-/m1/s1
94779	C1	O2 C6 N1 H9	1.6268	73.26	-7.03686448321262	-1.02314812284917	6.01371636036345	4.03719010899983	-275527.360624171	-275522.296622716	-275521.703626263	-275548.040198889	30.909	OC1CCC2(NC12)C=O	O[C@H]1CC[C@]2(N[C@@H]12)C=O	InChI=1S/C6H9NO2/c8-3-6-2-1-4(9)5(6)7-6/h3-5,7,9H,1-2H2	InChI=1S/C6H9NO2/c8-3-6-2-1-4(9)5(6)7-6/h3-5,7,9H,1-2H2/t4-,5-,6-/m0/s1
46512	C1	O2 C6 N1 H9	4.04	71.5	-7.02325879008962	0.334700050825658	7.35795884091528	4.07313635023078	-275539.008455029	-275534.126431321	-275533.533434868	-275559.666066915	29.837	O=C1CCC2(CN2)CO1	O=C1CC[C@]2(CN2)CO1	InChI=1S/C6H9NO2/c8-5-1-2-6(3-7-6)4-9-5/h7H,1-4H2	InChI=1S/C6H9NO2/c8-5-1-2-6(3-7-6)4-9-5/h7H,1-4H2/t6-/m0/s1
116641	C1	C7 O1 N1 H11	3.1061	86.6	-6.73209695725755	0.416334209563624	7.14843116682117	4.51972962129995	-252952.694744563	-252945.767039969	-252945.174671026	-252975.844196571	39.19	COC=NC(C)(C)C#C	COC=NC(C)(C)C#C	InChI=1S/C7H11NO/c1-5-7(2,3)8-6-9-4/h1,6H,2-4H3	InChI=1S/C7H11NO/c1-5-7(2,3)8-6-9-4/h1,6H,2-4H3
28950	C1	C7 N1 O1 H9	1.1101	79.92	-5.56472848730464	-1.05852292496895	4.50620556233569	3.99444102120739	-252254.4203996	-252248.791012109	-252248.198643165	-252276.345580624	32.173	CC1=CC=CN1CC=O	Cc1cccn1CC=O	InChI=1S/C7H9NO/c1-7-3-2-4-8(7)5-6-9/h2-4,6H,5H2,1H3	InChI=1S/C7H9NO/c1-7-3-2-4-8(7)5-6-9/h2-4,6H,5H2,1H3
62779	C1	C8 O1 H10	1.7338	81.6	-6.38651235193349	0.527900893172176	6.91441324510567	4.26228269602665	-242100.675794577	-242095.02883682	-242094.435840367	-242121.462673415	34.739	CC1(C)C2OC(C#C)C12	CC1(C)[C@H]2O[C@@H](C#C)[C@@H]12	InChI=1S/C8H10O/c1-4-5-6-7(9-5)8(6,2)3/h1,5-7H,2-3H3	InChI=1S/C8H10O/c1-4-5-6-7(9-5)8(6,2)3/h1,5-7H,2-3H3/t5-,6+,7-/m0/s1
57533	C1	C7 O2 H14	2.5305	82.12	-6.6096457191506	1.77418238323845	8.38382810238905	5.51329896729972	-266945.386689554	-266938.849923363	-266938.257554419	-266967.813250648	38.443	CC(C)(C)OC1COC1	CC(C)(C)OC1COC1	InChI=1S/C7H14O2/c1-7(2,3)9-6-4-8-5-6/h6H,4-5H2,1-3H3	InChI=1S/C7H14O2/c1-7(2,3)9-6-4-8-5-6/h6H,4-5H2,1-3H3
58344	Cs	C5 N2 O2 H10	1.5907	73.58	-7.3198629001709	-0.419055348188222	6.90080755198267	4.30378006005178	-286409.833236443	-286403.581359552	-286402.988990609	-286431.96863314	36.085	CC(C)N(C=O)C(N)=O	CC(C)N(C=O)C(=O)N	InChI=1S/C5H10N2O2/c1-4(2)7(3-8)5(6)9/h3-4H,1-2H3,(H2,6,9)	InChI=1S/C5H10N2O2/c1-4(2)7(3-8)5(6)9/h3-4H,1-2H3,(H2,6,9)
54793	C1	N2 C6 O1 H10	3.3891	75.84	-6.26950339107574	1.36056931229942	7.63007270337516	4.41678894713137	-263068.120483552	-263063.286778073	-263062.69440913	-263088.365194204	30.703	NC(=O)N1C2CC1CC2	NC(=O)N1[C@H]2C[C@@H]1CC2	InChI=1S/C6H10N2O/c7-6(9)8-4-1-2-5(8)3-4/h4-5H,1-3H2,(H2,7,9)	InChI=1S/C6H10N2O/c7-6(9)8-4-1-2-5(8)3-4/h4-5H,1-3H2,(H2,7,9)/t4-,5+
78790	C1	C6 N2 O1 H8	1.6575	72.77	-6.94978804722545	0.44898787305881	7.39877592028426	3.69304770714682	-262266.041011352	-262261.10439432	-262260.512025376	-262286.092449086	30.81	CC1C2C3N2C(=N)C13O	C[C@H]1[C@@H]2[C@H]3N2[C]([NH])[C@@]13O	InChI=1S/C6H8N2O/c1-2-3-4-6(2,9)5(7)8(3)4/h2-4,7,9H,1H3	InChI=1S/C6H8N2O/c1-2-3-4-6(2,9)5(7)8(3)4/h2-4,7,9H,1H3/t2-,3+,4+,6+,8?/m0/s1
21791	C1	O2 C5 N1 H5	2.116	61.31	-6.95523032447465	-1.1809741630759	5.77425616139875	2.58521775030013	-250126.525732901	-250122.095516014	-250121.503147071	-250147.161381955	24.251	O=CCC1=CC=NO1	O=CCc1ccno1	InChI=1S/C5H5NO2/c7-4-2-5-1-3-6-8-5/h1,3-4H,2H2	InChI=1S/C5H5NO2/c7-4-2-5-1-3-6-8-5/h1,3-4H,2H2
104811	C1	O3 C5 N1 H9	1.4966	67.23	-6.89536527473348	0.342863466699455	7.23822874143293	4.03457781592022	-298836.60980193	-298831.225770643	-298830.633401699	-298857.613171537	31.984	OCC1(CO)CN=CO1	OCC1(CO)CN=CO1	InChI=1S/C5H9NO3/c7-2-5(3-8)1-6-4-9-5/h4,7-8H,1-3H2	InChI=1S/C5H9NO3/c7-2-5(3-8)1-6-4-9-5/h4,7-8H,1-3H2
62485	Cs	C6 O2 N1 H9	2.0838	72.07	-6.63141482814739	-0.938792825486602	5.69262200266079	3.98921643504816	-275575.87463663	-275570.082096675	-275569.489727731	-275597.475395256	33.593	CC1(C)C(=O)CNC1=O	CC1(C)C(=O)CNC1=O	InChI=1S/C6H9NO2/c1-6(2)4(8)3-7-5(6)9/h3H2,1-2H3,(H,7,9)	InChI=1S/C6H9NO2/c1-6(2)4(8)3-7-5(6)9/h3H2,1-2H3,(H,7,9)
75471	C1	C8 O1 H12	1.6067	85.64	-6.11984076672281	0.674842378900514	6.79468314562332	4.96303031463334	-242900.754766574	-242895.12788912	-242894.535520177	-242922.123974204	33.645	CC1=CCOC1C1CC1	CC1=CCO[C@H]1C1CC1	InChI=1S/C8H12O/c1-6-4-5-9-8(6)7-2-3-7/h4,7-8H,2-3,5H2,1H3	InChI=1S/C8H12O/c1-6-4-5-9-8(6)7-2-3-7/h4,7-8H,2-3,5H2,1H3/t8-/m1/s1
124120	C1	C5 N4 H6	5.4416	81.84	-5.61643012117202	0.250344753463094	5.86677487463511	3.08095478492955	-259140.634694341	-259135.05237006	-259134.460001116	-259162.492104342	31.297	CC#CC1=C(N)NN=N1	CC#Cc1c(N)[nH]nn1	InChI=1S/C5H6N4/c1-2-3-4-5(6)8-9-7-4/h1H3,(H3,6,7,8,9)	InChI=1S/C5H6N4/c1-2-3-4-5(6)8-9-7-4/h1H3,(H3,6,7,8,9)
110125	Cs	O2 C7 H10	0.9251	77.6	-6.97972057209604	0.859879805373236	7.83960037746928	4.2812490322401	-265414.99148383	-265408.707603957	-265408.115235013	-265437.213476835	36.506	OCC1C(CO)C1C#C	OC[C@H]1[C@@H](CO)[C@H]1C#C	InChI=1S/C7H10O2/c1-2-5-6(3-8)7(5)4-9/h1,5-9H,3-4H2	InChI=1S/C7H10O2/c1-2-5-6(3-8)7(5)4-9/h1,5-9H,3-4H2/t5-,6+,7-
128486	C1	C5 O1 N3 H9	4.7344	75.72	-5.97562041961907	0.4707569820556	6.44637740167467	3.99506688309104	-273129.693986987	-273123.630990448	-273123.038621505	-273151.94233539	33.05	COC1=C(C)N=NN1C	COc1c(C)nnn1C	InChI=1S/C5H9N3O/c1-4-5(9-3)8(2)7-6-4/h1-3H3	InChI=1S/C5H9N3O/c1-4-5(9-3)8(2)7-6-4/h1-3H3
123233	C1	C6 O2 N1 H13	3.9384	82.07	-6.80828883874631	0.878927775745428	7.68721661449174	5.23835512067026	-277047.17915771	-277040.145404015	-277039.553035072	-277071.786314226	37.589	COCCCCNC=O	COCCCCNC=O	InChI=1S/C6H13NO2/c1-9-5-3-2-4-7-6-8/h6H,2-5H2,1H3,(H,7,8)	InChI=1S/C6H13NO2/c1-9-5-3-2-4-7-6-8/h6H,2-5H2,1H3,(H,7,8)
116740	Cs	C5 N2 O2 H8	1.2297	79.01	-6.96611487897305	-2.50072639600634	4.46538848296671	3.65040746489935	-285632.877361056	-285626.847622519	-285626.255253576	-285655.145789762	33.286	CCN=CNC(=O)C=O	CCN=CNC(=O)C=O	InChI=1S/C5H8N2O2/c1-2-6-4-7-5(9)3-8/h3-4H,2H2,1H3,(H,6,7,9)	InChI=1S/C5H8N2O2/c1-2-6-4-7-5(9)3-8/h3-4H,2H2,1H3,(H,6,7,9)
90796	C1	C7 N1 O1 H9	2.9536	75.47	-5.44227724919769	-0.0462593566181804	5.39601789257951	4.05514962392218	-252215.615213724	-252210.989841391	-252210.397472447	-252235.531736922	29.084	CN1CC2C3C2C(=O)C13	CN1C[C@@H]2[C@H]3[C@@H]2C(=O)[C@@H]13	InChI=1S/C7H9NO/c1-8-2-3-4-5(3)7(9)6(4)8/h3-6H,2H2,1H3	InChI=1S/C7H9NO/c1-8-2-3-4-5(3)7(9)6(4)8/h3-6H,2H2,1H3/t3-,4+,5-,6+/m1/s1
13702	C1	C7 N1 H11	1.5323	83.09	-5.94568789474848	1.08301317259034	7.02870106733882	4.46193263691347	-205743.383041515	-205737.503277743	-205736.9109088	-205765.529733383	32.921	CCC#CC1CN1C	CCC#C[C@H]1CN1C	InChI=1S/C7H11N/c1-3-4-5-7-6-8(7)2/h7H,3,6H2,1-2H3	InChI=1S/C7H11N/c1-3-4-5-7-6-8(7)2/h7H,3,6H2,1-2H3/t7-,8?/m0/s1
31948	Cs	C8 N1 H13	1.7645	91.87	-5.05587556450466	1.26532946043846	6.32120502494312	5.29705008080285	-230464.551126257	-230458.325604765	-230457.733235822	-230487.022240524	36.402	CCC1=CC=C(CC)N1	CCc1ccc(CC)[nH]1	InChI=1S/C8H13N/c1-3-7-5-6-8(4-2)9-7/h5-6,9H,3-4H2,1-2H3	InChI=1S/C8H13N/c1-3-7-5-6-8(4-2)9-7/h5-6,9H,3-4H2,1-2H3
128644	Cs	C4 O2 N3 H5	2.3241	68.31	-6.56882863978162	-1.58642381814113	4.98240482164049	2.79855501846868	-294951.918276322	-294947.158616961	-294946.565620508	-294972.23891562	27.439	COC1=NC=NNC1=O	COc1ncn[nH]c1=O	InChI=1S/C4H5N3O2/c1-9-4-3(8)7-6-2-5-4/h2H,1H3,(H,7,8)	InChI=1S/C4H5N3O2/c1-9-4-3(8)7-6-2-5-4/h2H,1H3,(H,7,8)
10850	C1	C5 N1 O2 H9	2.3441	66.07	-6.57427091703081	0.816341587379654	7.39061250441047	3.87884705243443	-251642.245374555	-251637.230318838	-251636.637949895	-251662.460592262	29.388	CC1=NCC(O)CO1	CC1=NC[C@@H](O)CO1	InChI=1S/C5H9NO2/c1-4-6-2-5(7)3-8-4/h5,7H,2-3H2,1H3	InChI=1S/C5H9NO2/c1-4-6-2-5(7)3-8-4/h5,7H,2-3H2,1H3/t5-/m1/s1
73980	C1	C8 N1 H11	1.1179	87.3	-5.37696992220732	-0.993215597978579	4.38375432422874	4.62038453902386	-229607.002954098	-229601.778937726	-229601.185941273	-229627.289707885	32.785	CC1=C2CC3(C)C2N3C1	C[C]1[C]2C[C@]3(C)[C@H]2N3C1	InChI=1S/C8H11N/c1-5-4-9-7-6(5)3-8(7,9)2/h7H,3-4H2,1-2H3	InChI=1S/C8H11N/c1-5-4-9-7-6(5)3-8(7,9)2/h7H,3-4H2,1-2H3/t7-,8+,9?/m0/s1
97006	C1	C7 N1 O1 H11	2.3692	81.71	-6.66134735301798	0.897975746117619	7.5593230991356	4.69600498140146	-252988.545615835	-252983.246925836	-252982.654556893	-253009.715275452	31.351	CN=C1OC2CCCC12	CN=C1O[C@H]2CCC[C@@H]12	InChI=1S/C7H11NO/c1-8-7-5-3-2-4-6(5)9-7/h5-6H,2-4H2,1H3	InChI=1S/C7H11NO/c1-8-7-5-3-2-4-6(5)9-7/h5-6H,2-4H2,1H3/t5-,6+/m1/s1
90868	C1	C8 O1 H12	1.689	80.22	-6.1443310143442	2.19323773142667	8.33756874577087	5.04161679811176	-242886.45382566	-242881.799587891	-242881.207218948	-242906.162015712	30.77	CC1CC2C3OC(C1)C23	C[C@H]1C[C@H]2[C@H]3O[C@@H](C1)[C@@H]23	InChI=1S/C8H12O/c1-4-2-5-7-6(3-4)9-8(5)7/h4-8H,2-3H2,1H3	InChI=1S/C8H12O/c1-4-2-5-7-6(3-4)9-8(5)7/h4-8H,2-3H2,1H3/t4-,5+,6-,7+,8+/m0/s1
29531	C1	N1 C6 O2 H7	1.1221	71.87	-5.03138531688327	0.805457032881259	5.83684234976453	3.4438730432923	-274777.920411712	-274773.121846764	-274772.529477821	-274798.119941683	28.997	NC1=COC2=C1OCC2	Nc1coc2c1OCC2	InChI=1S/C6H7NO2/c7-4-3-9-5-1-2-8-6(4)5/h3H,1-2,7H2	InChI=1S/C6H7NO2/c7-4-3-9-5-1-2-8-6(4)5/h3H,1-2,7H2
93186	C1	C5 N1 O3 H7	6.8925	66.93	-7.00421081971743	-1.30886767843205	5.69534314128539	3.39508302775324	-298122.876133565	-298117.696042856	-298117.103673913	-298143.669287497	30.365	CC1CNC(=O)C(=O)O1	C[C@H]1CNC(=O)C(=O)O1	InChI=1S/C5H7NO3/c1-3-2-6-4(7)5(8)9-3/h3H,2H2,1H3,(H,6,7)	InChI=1S/C5H7NO3/c1-3-2-6-4(7)5(8)9-3/h3H,2H2,1H3,(H,6,7)/t3-/m0/s1
26766	Cs	C6 N2 O1 H6	5.645	78.91	-6.81100997737091	-1.53744332289835	5.27356665447257	3.0497433249054	-261588.172646977	-261582.757867725	-261582.165498781	-261609.327246366	30.185	CC1=C(C)N=C(O1)C#N	Cc1c(C)nc(o1)C#N	InChI=1S/C6H6N2O/c1-4-5(2)9-6(3-7)8-4/h1-2H3	InChI=1S/C6H6N2O/c1-4-5(2)9-6(3-7)8-4/h1-2H3
30355	C1	O2 C7 H8	1.3622	73.73	-6.09535051910142	0.18775856509732	6.28310908419874	3.76681777525969	-264717.941409851	-264713.317920047	-264712.724923594	-264737.942646828	28.809	OC1CCC2=COC=C12	O[C@H]1CCc2cocc12	InChI=1S/C7H8O2/c8-7-2-1-5-3-9-4-6(5)7/h3-4,7-8H,1-2H2	InChI=1S/C7H8O2/c8-7-2-1-5-3-9-4-6(5)7/h3-4,7-8H,1-2H2/t7-/m0/s1
103234	C1	C8 N1 H13	1.6685	85.21	-5.85861145876132	1.75241327424166	7.61102473300297	5.27566193121351	-230368.246619764	-230362.752774318	-230362.160405375	-230388.891053951	34.955	CCC1(C)C2C3CN3C12	CC[C@@]1(C)[C@H]2[C@H]3CN3[C@@H]12	InChI=1S/C8H13N/c1-3-8(2)6-5-4-9(5)7(6)8/h5-7H,3-4H2,1-2H3	InChI=1S/C8H13N/c1-3-8(2)6-5-4-9(5)7(6)8/h5-7H,3-4H2,1-2H3/t5-,6+,7-,8+,9?/m1/s1
41889	C1	C7 O1 N1 H11	2.3336	77.06	-6.50624245141584	0.789130201133666	7.29537265254951	4.78629236096565	-252998.076857237	-252993.566946647	-252992.974577703	-253017.97392764	28.957	C1CC2CCC1OC=N2	C1C[C@H]2CC[C@@H]1OC=N2	InChI=1S/C7H11NO/c1-3-7-4-2-6(1)8-5-9-7/h5-7H,1-4H2	InChI=1S/C7H11NO/c1-3-7-4-2-6(1)8-5-9-7/h5-7H,1-4H2/t6-,7+
72439	C1	C7 O2 H10	2.7395	72.89	-6.80284656149712	2.34290035577961	9.14574691727672	4.3789379088632	-265449.094113708	-265444.643816518	-265444.051447574	-265468.548789932	29.444	CC12CCC(O1)C1OC21	C[C@@]12CC[C@@H](O1)[C@H]1O[C@@H]21	InChI=1S/C7H10O2/c1-7-3-2-4(9-7)5-6(7)8-5/h4-6H,2-3H2,1H3	InChI=1S/C7H10O2/c1-7-3-2-4(9-7)5-6(7)8-5/h4-6H,2-3H2,1H3/t4-,5-,6-,7+/m1/s1
125845	C1	C6 N3 H9	3.9264	77.63	-6.82189453186931	0.576881388414955	7.39877592028426	4.06695936555294	-249828.028261222	-249822.950454558	-249822.358085614	-249848.64696752	29.996	CC1C(C)C2=NC=NN12	C[C@H]1[C@@H](C)c2ncnn12	InChI=1S/C6H9N3/c1-4-5(2)9-6(4)7-3-8-9/h3-5H,1-2H3	InChI=1S/C6H9N3/c1-4-5(2)9-6(4)7-3-8-9/h3-5H,1-2H3/t4-,5+/m1/s1
24191	Cs	C7 N2 H8	3.5381	78.23	-5.13750972324262	0.99049445935398	6.1280041825966	3.83022030521284	-238989.936884013	-238985.974789194	-238985.381792741	-239009.485686659	25.977	C1C2CC1C1=C2NC=N1	C1[C@H]2C[C@@H]1c1c2[nH]cn1	InChI=1S/C7H8N2/c1-4-2-5(1)7-6(4)8-3-9-7/h3-5H,1-2H2,(H,8,9)	InChI=1S/C7H8N2/c1-4-2-5(1)7-6(4)8-3-9-7/h3-5H,1-2H2,(H,8,9)/t4-,5+
105615	C1	C7 O1 N1 H11	3.4177	79.2	-7.58925562400618	0.658515547152921	8.2477711711591	4.64027606236968	-252983.647276881	-252977.653933894	-252977.06156495	-253005.079235458	35.449	CC1CCC1(CO)C#N	C[C@H]1CC[C@]1(CO)C#N	InChI=1S/C7H11NO/c1-6-2-3-7(6,4-8)5-9/h6,9H,2-3,5H2,1H3	InChI=1S/C7H11NO/c1-6-2-3-7(6,4-8)5-9/h6,9H,2-3,5H2,1H3/t6-,7+/m0/s1
111690	C1	C7 N1 O1 H13	0.6399	82.5	-5.92663992437629	2.27759302878923	8.20423295316552	5.29402961692955	-253719.567170211	-253713.928997587	-253713.336628643	-253740.5561071	34.451	CCN1C2COC(C)C12	CCN1[C@H]2CO[C@@H](C)[C@@H]12	InChI=1S/C7H13NO/c1-3-8-6-4-9-5(2)7(6)8/h5-7H,3-4H2,1-2H3	InChI=1S/C7H13NO/c1-3-8-6-4-9-5(2)7(6)8/h5-7H,3-4H2,1-2H3/t5-,6-,7+,8?/m0/s1
119587	C1	O2 C6 N1 H11	1.4708	75.08	-6.38107007468429	1.8939124827208	8.27498255740509	4.64740544556612	-276250.534545065	-276244.754555299	-276244.162186356	-276272.120243463	34.473	OCCC12NC1CC2O	OCC[C@]12N[C@H]1C[C@H]2O	InChI=1S/C6H11NO2/c8-2-1-6-4(7-6)3-5(6)9/h4-5,7-9H,1-3H2	InChI=1S/C6H11NO2/c8-2-1-6-4(7-6)3-5(6)9/h4-5,7-9H,1-3H2/t4-,5+,6-/m0/s1
21452	Cs	N5 C3 H5	4.4329	62.61	-6.22596517308216	-0.296604110081274	5.92936106300089	2.7143629894236	-245353.970424931	-245349.928636409	-245349.336267465	-245373.273871372	23.724	N=CNC1=NC=NN1	N=CNc1ncn[nH]1	InChI=1S/C3H5N5/c4-1-5-3-6-2-7-8-3/h1-2H,(H3,4,5,6,7,8)	InChI=1S/C3H5N5/c4-1-5-3-6-2-7-8-3/h1-2H,(H3,4,5,6,7,8)
55470	C1	N1 C5 O3 H9	3.7941	68.66	-6.593318887403	0.82450500325345	7.41782389065646	4.047938606567	-298852.576780498	-298847.244204987	-298846.651836044	-298873.739537511	31.776	NC(=O)C1COCCO1	NC(=O)[C@H]1COCCO1	InChI=1S/C5H9NO3/c6-5(7)4-3-8-1-2-9-4/h4H,1-3H2,(H2,6,7)	InChI=1S/C5H9NO3/c6-5(7)4-3-8-1-2-9-4/h4H,1-3H2,(H2,6,7)/t4-/m1/s1
82513	C1	C9 H14	0.2186	88.46	-6.28855136144793	2.1224881271871	8.41103948863503	5.64462111732286	-220342.254786037	-220336.927858111	-220336.334861658	-220362.591113072	34.669	CC1C2CC3(C)CC3C12	C[C@H]1[C@H]2C[C@@]3(C)C[C@H]3[C@@H]12	InChI=1S/C9H14/c1-5-6-3-9(2)4-7(9)8(5)6/h5-8H,3-4H2,1-2H3	InChI=1S/C9H14/c1-5-6-3-9(2)4-7(9)8(5)6/h5-8H,3-4H2,1-2H3/t5-,6+,7-,8-,9-/m0/s1
74709	C1	C8 O1 H12	1.1516	84.42	-6.20419606408537	0.51973747729838	6.72393354138375	5.01032370392887	-242895.484314502	-242890.462356181	-242889.869987237	-242915.633643714	32.221	CC1=CC2CC(C2)OC1	CC1=C[C@@H]2C[C@@H](C2)OC1	InChI=1S/C8H12O/c1-6-2-7-3-8(4-7)9-5-6/h2,7-8H,3-5H2,1H3	InChI=1S/C8H12O/c1-6-2-7-3-8(4-7)9-5-6/h2,7-8H,3-5H2,1H3/t7-,8+
51627	C1	N1 C6 O2 H9	4.8119	74.62	-6.70760670963616	0.680284656149712	7.38789136578587	4.04361199615389	-275510.333782102	-275505.431678091	-275504.839309147	-275531.874299818	29.231	N=COC1CC2CC1O2	[NH][CH]O[C@H]1C[C@@H]2C[C@H]1O2	InChI=1S/C6H9NO2/c7-3-8-5-1-4-2-6(5)9-4/h3-7H,1-2H2	InChI=1S/C6H9NO2/c7-3-8-5-1-4-2-6(5)9-4/h3-7H,1-2H2/t4-,5+,6-/m1/s1
84674	C1	O1 C7 N1 H9	2.8701	75.15	-6.25861883657735	-0.035374802119785	6.22324403445756	4.08837472652854	-252194.846532661	-252190.43388604	-252189.841517096	-252214.356429719	28.81	OC1C=CC2CN3C2C13	O[C@H]1C=C[C@H]2CN3[C@H]2[C@H]13	InChI=1S/C7H9NO/c9-5-2-1-4-3-8-6(4)7(5)8/h1-2,4-7,9H,3H2	InChI=1S/C7H9NO/c9-5-2-1-4-3-8-6(4)7(5)8/h1-2,4-7,9H,3H2/t4-,5-,6+,7-,8?/m0/s1
