gender,years_exp,education,test_score,age,career_break_months,senior_hire_old,hire_score,senior_hire
M,6.07,2,96.1,44.2,10,0,16.45343344662489,1
F,8.47517395982783,1,53.5,44.4,14,0,12.83836786130375,0
M,0.0,0,62.3,40.3,4,0,3.9825113181271896,0
F,3.64517395982783,0,80.8,41.5,12,0,8.135910984478878,0
F,3.18517395982783,1,66.1,38.6,24,0,10.943430687771603,0
M,2.71,0,58.3,30.9,2,0,8.077323311056334,0
F,3.58517395982783,0,52.1,39.4,33,0,4.754014678185157,0
M,3.35,1,74.4,21.0,5,0,7.929284366308537,0
M,6.27,1,80.2,40.4,4,0,14.883444833143967,0
M,3.22,0,84.8,39.6,5,0,6.883023655805491,0
M,5.81,1,68.6,36.0,4,0,13.936184889154754,0
M,6.53,1,80.5,31.7,7,0,13.666754226364944,0
M,3.63,0,55.6,44.6,10,0,5.444724939593311,0
M,5.83,0,70.0,24.3,5,0,8.51255178809259,0
M,9.69,0,59.9,30.3,2,0,12.9400251202526,0
M,6.33,2,70.1,26.2,3,0,20.225961058107504,1
M,3.87,0,77.0,37.2,4,0,7.463762270265558,0
F,5.60517395982783,0,80.8,38.0,37,0,8.778968166548067,0
M,3.16,0,56.1,32.2,3,0,7.659480314932772,0
F,6.46517395982783,1,83.2,32.2,14,0,11.365264914379223,0
M,7.71,2,62.3,47.7,4,0,16.882140745236512,1
F,3.68517395982783,0,55.7,40.5,24,0,5.689861284006202,0
M,4.97,2,66.0,35.1,6,0,15.732816422915107,1
M,8.34,1,50.4,33.6,5,0,10.031262388101188,0
M,4.23,0,68.1,38.4,9,0,3.7028650133820626,0
F,6.25517395982783,2,71.5,36.8,45,0,11.986620107931333,0
M,2.88,0,65.6,30.6,11,0,3.7972317740207844,0
F,3.68517395982783,1,74.4,43.4,30,0,10.13323641003525,0
M,4.19,0,64.2,28.5,9,0,6.002616826702477,0
M,10.94,1,68.0,38.2,4,0,18.104462324859036,1
F,4.75517395982783,1,50.7,33.5,16,0,12.13857371972851,0
M,4.18,2,68.5,32.1,12,0,12.960817767316748,0
F,4.36517395982783,2,57.8,32.0,50,0,14.924003884815827,0
F,5.36517395982783,1,62.6,31.3,44,0,10.250430507213265,0
M,7.14,0,66.9,40.9,3,0,7.68427232391981,0
M,5.97,1,70.3,37.0,4,0,12.276651298830762,0
M,10.64,1,48.2,35.7,3,0,13.932342233950788,0
M,6.03,2,49.2,35.4,8,0,13.78048303223197,0
M,9.12,1,64.4,34.5,8,0,15.195703065468717,1
M,6.19,1,73.7,37.4,9,0,9.970123547715193,0
F,7.28517395982783,1,72.3,42.9,30,0,12.716265104638452,0
F,2.16517395982783,1,78.7,36.4,16,0,15.786934433105579,0
F,5.45517395982783,0,83.6,33.3,25,0,9.025746465164467,0
F,5.60517395982783,2,74.0,29.0,12,0,18.84901599312626,1
F,5.16517395982783,1,67.8,51.9,32,0,11.51162733626033,0
M,0.12,1,55.6,32.6,2,0,9.113554190659594,0
F,7.97517395982783,1,56.6,37.2,29,0,11.836020591128534,0
F,4.80517395982783,1,62.4,32.8,51,0,10.429771817585506,0
F,4.67517395982783,0,71.2,33.8,20,0,5.7626221864630764,0
M,4.86,1,70.6,23.3,6,0,12.232602717915107,0
M,4.93,0,68.1,35.5,9,0,5.528925621628464,0
M,6.52,0,66.2,32.2,4,0,9.225170472626859,0
F,2.59517395982783,1,75.6,43.6,6,0,12.760160988805733,0
F,3.44517395982783,2,70.5,34.8,35,0,15.390649794388375,0
M,6.23,0,71.6,26.7,12,0,7.554502532888617,0
M,5.86,1,71.7,39.7,6,0,12.856931158617394,0
M,4.56,2,61.4,32.7,1,0,13.960653888907174,0
F,4.34517395982783,2,55.6,30.1,27,0,15.935681230844214,0
M,3.41,2,73.9,24.5,10,0,11.215187831569754,0
F,5.62517395982783,1,73.0,36.0,38,0,11.251372243676624,0
M,8.45,1,65.4,34.6,9,0,8.821376009752004,0
F,3.12517395982783,1,63.0,46.4,13,0,6.982465319459505,0
F,9.58517395982783,1,95.3,44.1,14,0,18.191311439541735,1
M,7.61,1,58.9,31.0,3,0,13.718369963943372,0
M,4.37,1,65.4,24.8,7,0,9.32403953343042,0
M,7.46,0,71.2,36.9,6,0,5.7089930879182065,0
M,1.84,0,54.1,28.7,3,0,-1.2220576756833017,0
M,1.17,1,69.4,39.3,1,0,8.356008984134732,0
F,2.55517395982783,1,89.6,44.5,38,0,16.390417004408718,0
M,4.48,1,79.2,29.6,7,0,12.653768542927295,0
F,4.96517395982783,0,75.6,32.5,39,0,6.6554424078149355,0
F,4.48517395982783,2,75.1,27.9,21,0,16.429747398914525,0
M,5.75,0,69.3,40.9,7,0,4.604083294011114,0
M,0.16,2,79.5,37.6,12,0,13.05035327460473,0
F,7.01517395982783,1,66.1,34.3,26,0,12.333541925945394,0
M,1.95,1,62.9,35.7,9,0,9.205798696357903,0
M,3.85,1,69.2,30.5,4,0,12.350612243380162,0
F,4.74517395982783,2,78.9,34.0,18,0,16.58487743238602,0
F,2.88517395982783,0,72.0,36.6,17,0,7.8192390161299095,0
M,2.07,0,76.1,40.4,6,0,4.985255435538481,0
F,3.25517395982783,1,43.7,42.0,12,0,10.48221779673501,0
M,5.47,0,82.3,38.0,10,0,11.753873895247983,0
F,7.24517395982783,1,96.1,33.2,27,0,12.40928794061109,0
M,6.91,1,84.0,32.8,6,0,11.559608688570881,0
F,3.28517395982783,0,64.2,31.9,31,0,8.808155652554381,0
M,3.52,2,57.8,38.5,5,0,13.42331202660988,0
M,3.2,1,71.3,28.8,6,0,13.398642784133115,0
M,6.62,0,56.2,27.3,6,0,6.358928576215633,0
F,0.685173959827833,1,76.7,30.0,34,0,12.62167813245534,0
M,8.6,1,61.7,34.4,7,0,12.881971633610906,0
F,4.56517395982783,1,79.5,40.9,16,0,12.364044626559307,0
F,3.81517395982783,1,84.3,39.0,9,0,14.938023023253724,0
F,6.62517395982783,2,43.6,41.9,57,0,13.641046025025574,0
F,8.35517395982783,0,71.5,28.8,21,0,7.3003427880639995,0
F,6.63517395982783,2,59.6,33.6,15,0,14.592458563857207,0
M,8.13,1,51.1,35.4,5,0,12.546667901286279,0
M,5.84,0,60.6,37.6,8,0,4.030481855638972,0
F,8.84517395982783,1,65.4,44.2,37,0,14.27552878521616,0
F,8.88517395982783,1,80.4,38.9,40,0,12.99304434467843,0
F,5.52517395982783,2,49.7,43.6,17,0,16.537212301381043,0
M,9.1,1,80.6,35.4,2,0,9.403479390199056,0
M,5.91,0,92.2,42.4,5,0,7.835868449791663,0
M,5.72,1,75.2,27.3,6,0,8.751063697531796,0
M,3.2,1,74.6,38.4,7,0,9.169541067272094,0
M,4.78,2,67.8,36.4,1,0,15.631331802217888,1
M,7.44,0,53.9,43.1,6,0,7.13454674910049,0
M,2.22,2,74.4,35.7,4,0,13.81124486210397,0
F,7.39517395982783,2,72.6,42.3,14,0,16.461217237153793,0
F,6.64517395982783,0,76.8,40.9,21,0,9.105363461153804,0
F,6.46517395982783,1,98.8,32.8,20,0,12.1315148960277,0
M,0.0,0,76.7,36.9,6,0,6.782699281798102,0
F,5.51517395982783,1,73.1,35.8,26,0,13.199918920684881,0
F,7.39517395982783,0,86.7,38.4,37,0,10.536662855226117,0
M,3.59,2,51.9,45.6,10,0,14.541066885502527,0
F,6.00517395982783,0,54.3,50.6,20,0,7.3964229815312335,0
F,0.275173959827833,1,63.5,41.0,9,0,12.652733585376051,0
F,7.45517395982783,1,60.1,35.9,31,0,11.760398637808898,0
F,4.11517395982783,0,76.3,37.6,23,0,6.784420543244762,0
M,7.68,0,64.2,39.8,3,0,6.826944839285244,0
F,1.16517395982783,2,88.9,39.1,12,0,12.741061638758241,0
F,7.50517395982783,0,86.2,35.3,16,0,7.297643404711764,0
F,5.18517395982783,0,77.2,40.9,47,0,6.218992353452079,0
M,7.52,0,63.4,38.7,8,0,8.056639236695858,0
F,3.46517395982783,1,75.4,43.1,46,0,11.679177236909345,0
M,3.95,1,77.7,32.7,6,0,11.516284117104325,0
F,11.3851739598278,0,55.2,51.3,29,0,8.025516425054475,0
F,3.70517395982783,1,72.2,45.7,19,0,12.706956107953841,0
M,3.73,1,76.5,35.8,7,0,12.698825344601897,0
F,5.08517395982783,1,70.6,38.4,40,0,11.16529036506988,0
M,2.94,1,86.9,25.1,3,0,10.247167710670578,0
F,8.75517395982783,0,82.6,32.8,16,0,11.256442821573513,0
F,10.0851739598278,0,58.1,29.3,39,0,9.485534154886109,0
M,3.74,1,69.5,29.9,3,0,7.838745481169904,0
F,1.45517395982783,1,58.0,42.5,10,0,8.651626467945105,0
M,8.43,1,75.0,38.9,9,0,13.989071624148762,0
M,8.27,2,57.6,24.3,5,0,14.367610427024495,0
M,7.55,0,79.1,35.6,10,0,9.691686785674886,0
F,8.66517395982783,2,72.7,43.9,22,0,14.51194200939834,0
M,3.33,1,79.7,35.1,4,0,13.916372200024341,0
M,5.08,2,66.3,37.3,4,0,17.676899970118864,1
M,2.04,2,50.5,24.8,2,0,12.04996533139407,0
F,2.22517395982783,0,89.2,45.5,22,0,8.083495655592062,0
M,7.95,2,65.9,22.8,2,0,11.768156068400252,0
M,3.82,1,84.5,41.7,6,0,9.512304679469334,0
F,11.4751739598278,1,73.2,38.5,53,0,14.27402913960964,0
F,5.96517395982783,2,76.1,36.7,30,0,14.165320937060198,0
F,4.17517395982783,1,90.0,36.1,10,0,13.816379945175234,0
M,7.49,1,72.1,35.7,4,0,16.78659306149599,1
M,10.0,0,84.8,37.5,6,0,8.582770561141396,0
M,6.72,1,50.2,44.7,6,0,9.199073191829616,0
M,2.46,0,78.5,36.0,4,0,7.1958967366198605,0
M,6.43,1,65.1,23.2,3,0,14.994232296999241,0
M,8.94,1,66.4,33.1,5,0,10.673251374920191,0
M,4.27,2,68.1,39.9,4,0,15.400072244613884,1
M,3.57,1,72.2,32.4,6,0,14.481597701626217,0
M,8.04,1,87.9,33.2,5,0,10.869481703641467,0
F,6.12517395982783,0,45.8,41.6,39,0,3.7064485662222504,0
M,2.74,0,68.5,31.4,5,0,5.317786787078324,0
F,4.82517395982783,2,59.4,24.2,51,0,13.529410154203093,0
M,3.61,0,82.0,43.8,5,0,9.17020257550729,0
M,6.24,2,62.9,42.5,7,0,16.00631943964168,1
F,6.04517395982783,1,73.5,26.1,24,0,8.61766286062966,0
M,8.38,1,63.2,24.1,6,0,13.644820805801622,0
M,7.27,1,76.0,46.4,9,0,11.799922225288698,0
F,1.86517395982783,1,80.2,21.7,8,0,13.095481413796392,0
F,6.79517395982783,1,63.2,33.9,20,0,10.566411907040075,0
F,8.01517395982783,1,68.6,35.8,24,0,11.536356413709445,0
F,6.91517395982783,1,51.0,43.7,20,0,12.109850201522978,0
F,8.35517395982783,0,71.7,36.8,22,0,10.72243994458779,0
F,4.40517395982783,0,78.3,39.7,26,0,8.579785707786323,0
M,3.12,1,61.3,30.4,4,0,6.479805365230384,0
F,8.10517395982783,0,81.4,35.8,19,0,10.826655859770417,0
M,2.84,1,43.1,47.2,9,0,6.368383896651203,0
M,0.1,1,45.8,27.1,3,0,7.726552223176527,0
M,8.06,1,51.3,41.6,12,0,8.773531129201881,0
F,3.96517395982783,0,62.2,33.6,12,0,7.229231275000043,0
F,5.00517395982783,1,68.2,29.9,24,0,9.66338917129917,0
M,2.01,1,67.1,31.6,8,0,7.1367306994789566,0
F,2.46517395982783,0,67.2,38.0,20,0,7.364227252878715,0
F,2.88517395982783,2,76.7,36.3,13,0,15.294876023267419,0
M,4.6,1,62.3,34.1,7,0,9.433046397214207,0
M,6.42,0,52.8,40.3,4,0,9.80835769804213,0
F,0.275173959827833,1,53.1,30.2,22,0,6.973282136774433,0
F,7.65517395982783,1,93.4,33.2,42,0,14.429802327855787,0
M,2.55,1,39.8,30.6,2,0,8.598826895357202,0
F,3.10517395982783,1,65.9,30.1,20,0,8.926255111656687,0
M,7.19,2,85.5,36.9,5,0,18.52227258679986,1
F,5.58517395982783,1,73.8,31.4,14,0,10.891682285584467,0
M,1.66,1,58.0,36.8,5,0,8.066723355567582,0
F,10.3851739598278,2,68.0,44.0,38,0,20.677872259520583,1
M,3.35,1,78.4,42.1,5,0,9.081827894975135,0
F,6.39517395982783,0,82.5,38.8,21,0,4.147026318054935,0
M,6.0,0,57.2,43.2,8,0,10.22587399002379,0
M,9.03,1,77.1,46.3,8,0,19.01065590521401,1
F,4.63517395982783,2,71.0,39.7,18,0,14.477048449015253,0
F,8.29517395982783,1,81.3,30.8,36,0,9.964910898673544,0
M,3.65,0,84.7,36.8,7,0,7.133032047608114,0
M,8.31,2,63.9,37.5,5,0,16.055554100318663,1
F,3.86517395982783,1,50.6,33.1,58,0,9.0947392978694,0
M,4.59,0,72.8,31.6,1,0,5.1642239161563035,0
M,10.24,1,89.3,30.4,3,0,16.530122284952956,1
M,6.29,0,76.2,27.1,13,0,9.528014750572174,0
F,6.04517395982783,0,70.8,43.8,17,0,4.989775740275302,0
M,11.11,1,96.8,33.6,5,0,17.729393463389776,1
M,6.4,1,55.5,35.9,11,0,15.190369963891783,1
M,3.46,2,78.8,35.1,10,0,15.58992066487412,1
F,7.61517395982783,0,61.2,32.4,33,0,7.4169366557769045,0
M,2.55,2,68.6,38.4,7,0,13.79299357118496,0
M,8.32,1,69.1,26.9,5,0,14.227513533937122,0
F,8.78517395982783,0,86.2,32.8,27,0,6.965243768899479,0
F,4.34517395982783,1,56.8,40.5,29,0,10.47736838586852,0
M,3.93,1,61.6,45.4,5,0,9.49607210107438,0
M,5.94,0,48.9,36.8,8,0,10.088650025912091,0
F,5.81517395982783,0,73.8,43.6,15,0,7.725241512304001,0
M,3.06,2,62.5,41.6,4,0,17.240775222239037,1
F,7.19517395982783,0,73.1,43.9,30,0,6.507105584349899,0
M,0.4,1,55.1,37.1,5,0,9.231518333605585,0
M,4.42,1,63.7,29.7,10,0,11.307800527582458,0
F,4.76517395982783,2,80.5,37.8,15,0,14.27949248418435,0
F,5.09517395982783,1,65.9,32.8,8,0,11.515379209187797,0
F,6.54517395982783,1,75.5,38.7,37,0,14.982624653577115,0
F,2.70517395982783,2,74.3,39.6,16,0,13.906003571340715,0
F,7.24517395982783,1,63.8,35.2,23,0,8.70466168157439,0
F,5.32517395982783,1,49.3,35.1,17,0,10.078461326959022,0
F,4.14517395982783,0,79.8,41.1,19,0,5.85374079032889,0
F,2.35517395982783,1,70.0,48.3,14,0,9.39290510258615,0
M,2.54,1,79.8,33.0,11,0,10.692824460629758,0
F,6.67517395982783,2,43.8,26.5,14,0,10.992282547882882,0
M,3.09,1,48.1,21.0,6,0,5.680683321358645,0
M,5.66,0,42.3,36.3,3,0,6.755133671051051,0
F,8.42517395982783,1,57.5,36.8,32,0,11.192149587574555,0
M,8.08,2,80.5,34.6,3,1,12.545511316358866,0
M,9.4,0,74.8,42.3,9,0,11.50568807321627,0
F,5.03517395982783,0,67.6,27.0,15,0,7.794326490462395,0
F,3.06517395982783,0,69.6,36.9,18,0,4.9768373318409465,0
M,8.05,2,77.1,24.5,4,0,14.788339577883518,0
M,6.27,0,64.4,34.5,11,0,9.314615792628675,0
M,8.31,0,72.8,33.2,4,0,9.94970124512086,0
F,5.80517395982783,0,69.7,34.7,25,0,12.546791545282062,0
M,8.49,2,41.8,27.4,6,0,16.011377197449875,1
M,7.62,1,63.4,26.2,6,0,13.02340628252403,0
M,7.29,1,84.3,27.9,3,0,13.212144139782868,0
F,7.03517395982783,1,63.2,48.7,30,0,13.575138714315496,0
M,6.49,1,66.3,40.9,5,0,13.136170402496306,0
F,6.35517395982783,1,60.7,39.8,24,0,13.930036997044306,0
M,6.06,1,62.2,40.9,4,0,10.34135416272543,0
F,8.25517395982783,1,81.5,30.1,8,0,12.96177203402599,0
F,4.49517395982783,0,64.8,45.9,6,0,5.825380638089955,0
M,9.84,0,55.7,26.4,7,0,10.40060344235798,0
M,5.23,1,30.7,34.0,7,0,11.760748880593464,0
M,7.96,0,61.1,37.8,3,0,7.339319013701399,0
M,5.27,0,44.4,37.0,5,0,4.893452544413818,0
F,5.15517395982783,2,46.1,27.3,70,0,14.432741427653514,0
F,10.8551739598278,1,77.5,40.7,44,0,14.3610639798881,0
F,5.00517395982783,0,76.5,47.4,20,0,9.761694286193695,0
F,2.58517395982783,1,45.0,38.9,29,0,3.939032398675822,0
F,3.98517395982783,1,78.2,40.9,24,0,9.813176886080127,0
M,4.71,0,73.5,25.9,13,0,5.935167332077109,0
M,10.89,0,58.6,31.4,6,0,4.906287975227711,0
M,6.02,1,76.8,26.4,8,0,10.45872311126239,0
M,7.84,0,48.5,41.1,4,0,5.484687768308148,0
F,3.27517395982783,2,53.5,39.8,18,0,12.980377670876257,0
M,6.38,1,50.7,50.6,12,0,12.964931783320528,0
M,7.18,1,54.7,34.7,11,0,10.928878697618595,0
M,10.0,2,78.5,22.1,3,0,16.433372559457695,1
M,3.76,0,52.0,39.9,3,0,5.406090917572943,0
M,7.01,0,54.2,44.3,5,0,9.397347242882699,0
F,6.53517395982783,2,56.6,35.8,9,0,13.277669347684105,0
M,2.95,1,70.3,43.9,3,0,8.574850232157104,0
M,5.45,0,63.9,36.0,7,0,8.315097918548448,0
F,5.11517395982783,1,78.3,38.4,26,0,11.595514748452315,0
M,0.0,1,59.5,38.2,3,0,9.459969381418947,0
M,7.0,1,52.5,35.6,2,0,11.147706416409408,0
F,7.12517395982783,0,62.0,27.7,15,0,9.30591427609305,0
M,4.4,0,68.4,39.3,10,0,4.91784377191872,0
M,2.15,1,56.8,40.6,11,0,9.026830698423465,0
F,9.47517395982783,0,71.3,40.1,32,0,9.307206951187602,0
F,6.43517395982783,0,89.7,32.5,16,0,7.064805131705654,0
F,8.31517395982783,1,60.9,41.8,26,0,9.293631084176539,0
M,9.03,1,68.4,30.5,4,0,14.674498070549324,0
M,4.2,0,84.1,31.5,5,0,7.285095235564044,0
M,7.53,2,60.1,32.9,5,0,13.927439436705342,0
F,5.17517395982783,1,57.7,34.8,29,0,10.434229106067253,0
M,5.34,2,54.7,33.6,7,0,16.755037714698606,1
M,5.29,1,72.6,36.2,4,0,7.1655243092561545,0
F,5.77517395982783,1,74.0,36.1,36,0,9.074309600107263,0
F,8.55517395982783,1,66.0,35.4,51,0,11.05181409612338,0
F,6.08517395982783,1,68.3,31.8,26,0,14.745944713354573,0
M,5.12,0,83.1,41.7,5,0,8.942173965838593,0
M,4.81,0,78.2,27.2,8,0,9.413634480922456,0
F,6.62517395982783,2,51.0,39.9,49,0,12.602265141661455,0
F,3.53517395982783,0,67.6,35.1,21,0,4.260515229372863,0
F,4.51517395982783,1,69.0,30.4,16,0,11.983214413359336,0
M,5.37,1,76.4,40.5,7,0,12.149548661870895,0
M,4.09,0,65.0,33.8,8,0,7.6924776377282535,0
F,5.47517395982783,1,60.0,33.9,8,0,10.562244998057013,0
F,4.24517395982783,2,62.2,35.6,17,0,15.03287443282317,0
M,10.51,0,46.4,21.0,5,0,8.819238169810218,0
M,8.82,0,67.4,32.6,7,0,10.68353477816985,0
M,6.62,2,60.5,33.4,3,0,17.159016563888944,1
F,5.64517395982783,0,73.3,39.1,16,0,4.713842991130376,0
F,11.2551739598278,0,55.3,37.9,25,0,5.0040498692321895,0
F,6.58517395982783,2,62.4,33.8,18,0,17.66407777521693,1
M,5.28,0,55.9,38.3,4,0,8.928450186523873,0
M,6.26,2,54.8,38.5,5,0,12.924753960973325,0
F,6.53517395982783,2,76.0,38.3,20,0,12.867916166822658,0
M,9.03,2,62.0,35.0,7,0,17.053069642014403,1
F,5.72517395982783,0,72.9,50.1,22,0,9.827263432614973,0
M,10.75,0,54.2,30.1,3,0,12.76418904486863,0
F,3.56517395982783,1,68.7,35.0,14,0,11.62418212411682,0
M,7.24,2,47.3,40.7,6,0,14.18756660682861,0
F,3.27517395982783,0,61.8,21.0,26,0,4.177325736744191,0
M,10.04,0,61.5,30.9,9,0,9.347902583341309,0
M,4.67,0,74.5,27.9,4,0,6.951470592229488,0
M,5.35,0,69.7,31.2,5,0,5.523864188542368,0
F,8.08517395982783,1,65.4,29.7,14,0,16.71809828164049,1
F,8.91517395982783,1,77.6,32.6,25,0,17.45992378405818,1
F,2.99517395982783,1,69.8,43.7,8,0,12.65568434702477,0
F,4.90517395982783,0,74.0,43.9,21,0,5.79088618429566,0
F,2.28517395982783,0,76.7,33.6,42,0,8.221625628508473,0
F,6.11517395982783,0,66.7,37.9,14,0,9.005839798909719,0
M,5.25,0,64.0,31.8,15,0,7.990091248408106,0
F,4.90517395982783,0,71.4,35.9,14,0,9.94991751400147,0
M,3.79,2,62.5,34.3,2,0,15.540742285722555,1
F,4.81517395982783,1,72.1,29.0,30,0,12.934615452522587,0
F,3.90517395982783,0,80.8,37.0,30,0,8.882399546658336,0
F,7.09517395982783,1,77.7,38.7,31,0,13.668169795918129,0
M,9.29,2,62.9,32.3,10,1,13.480777740571636,0
F,0.945173959827833,1,52.1,30.1,41,0,8.286829134735031,0
F,5.48517395982783,1,66.8,37.9,44,0,10.306203062215664,0
M,4.45,1,65.9,32.8,4,0,8.27831808471996,0
F,7.00517395982783,1,80.7,43.3,19,0,16.515220218515562,0
M,3.12,0,62.9,39.4,10,0,9.420990681771407,0
M,5.13,2,64.9,39.8,3,0,17.826441200591226,1
F,3.17517395982783,2,76.3,26.2,18,0,15.439013813625666,0
M,7.24,1,61.7,38.2,8,0,14.640250241905314,0
F,6.02517395982783,2,65.5,37.7,12,0,15.621693341117568,0
F,5.37517395982783,1,88.0,41.2,8,0,13.253181533709474,0
F,6.70517395982783,1,85.3,42.7,11,0,11.13664423898995,0
M,4.88,0,75.0,33.1,3,0,8.483982608997682,0
M,1.62,0,70.7,31.0,4,0,5.879771856848834,0
F,7.26517395982783,0,55.8,29.8,36,0,4.933282746244987,0
M,6.22,2,74.1,33.6,10,0,16.194605776366807,1
M,5.11,2,68.1,34.1,3,0,15.162540872286382,1
F,8.23517395982783,2,70.1,34.2,31,0,20.61970931320319,1
M,8.55,2,61.2,40.0,7,0,18.34742665702682,1
M,2.77,2,67.3,33.3,4,0,14.118890878182933,0
F,3.82517395982783,1,65.2,36.7,32,0,10.97416159951608,0
M,9.37,1,71.2,27.8,6,0,13.757424756208396,0
F,9.32517395982783,0,84.5,42.9,9,0,10.17175901032282,0
F,3.92517395982783,1,71.8,48.3,22,0,8.823732585137341,0
F,2.82517395982783,0,47.6,37.9,24,0,4.442483224700057,0
M,3.91,2,55.8,30.0,7,0,12.368803486694974,0
F,4.52517395982783,2,48.5,44.2,11,0,11.156955902067622,0
M,1.54,0,57.9,45.6,7,0,5.84544362909507,0
M,5.58,1,74.1,29.4,6,0,12.75952931986647,0
F,2.57517395982783,2,72.2,35.5,42,0,10.76817195717776,0
M,2.47,0,60.3,27.4,4,0,5.210630725009746,0
M,7.79,1,70.6,33.2,5,0,14.828402771799848,0
M,3.79,1,58.4,45.6,8,0,12.101447477792643,0
M,5.32,1,50.4,35.6,12,0,12.239673685770478,0
M,7.07,2,50.6,36.8,4,0,15.154826413802919,1
M,7.53,1,57.1,25.5,8,0,10.071909344061698,0
F,4.93517395982783,0,84.4,34.4,19,0,6.208189325197795,0
M,5.61,1,51.4,26.0,4,0,11.092209809500716,0
F,3.71517395982783,1,82.3,43.0,51,0,12.37714704864424,0
M,9.87,0,83.3,35.0,5,0,13.340662223210131,0
M,7.12,0,65.2,32.3,4,0,10.323959300684168,0
M,2.74,1,66.8,37.3,9,0,9.781542686937655,0
F,5.78517395982783,0,60.1,46.3,46,0,4.611175222192177,0
M,7.28,0,67.1,28.4,5,0,7.698786805978204,0
M,6.7,1,75.3,41.3,7,0,13.055462389621049,0
M,10.07,2,67.5,43.1,3,0,17.355833509221192,1
F,9.20517395982783,1,79.3,47.8,32,0,12.997798763758604,0
M,4.15,1,81.6,25.7,4,0,12.292769629939796,0
F,5.55517395982783,1,71.5,32.2,6,0,10.774671497092694,0
F,2.57517395982783,1,71.3,30.5,17,0,9.022454812463167,0
M,6.12,1,66.7,36.5,4,0,12.35190566860688,0
M,5.88,0,71.5,33.3,13,0,7.14101483974159,0
F,12.5351739598278,2,54.0,46.6,30,0,18.535795757870606,1
F,6.01517395982783,0,72.2,23.8,21,0,8.60799502561816,0
F,0.545173959827833,0,69.8,35.2,20,0,2.8797289777307675,0
F,4.09517395982783,1,57.1,32.8,17,0,9.08210473218309,0
F,6.05517395982783,1,93.2,45.0,7,0,16.427140859746842,0
M,2.36,1,55.7,43.7,2,0,6.754840974531426,0
M,3.33,0,57.0,36.4,6,0,1.4216911020589382,0
M,4.59,2,70.7,40.7,12,0,11.520309693514976,0
M,6.35,1,44.2,34.5,13,0,10.32721989315334,0
F,5.36517395982783,2,57.9,37.3,21,0,14.797421535979312,0
F,3.55517395982783,1,49.1,39.7,5,0,8.979365269063672,0
F,7.74517395982783,0,55.8,37.6,39,0,10.206966637770918,0
F,4.42517395982783,0,65.8,35.0,24,0,1.4729181137080394,0
M,4.25,1,71.2,36.9,7,0,11.90086774886165,0
F,2.32517395982783,1,80.6,40.0,14,0,13.927463383521062,0
F,3.80517395982783,1,77.0,30.9,26,0,9.037025450130487,0
M,7.13,0,81.5,47.8,14,0,8.510386976420211,0
F,1.73517395982783,0,74.4,30.3,31,0,4.569803145456674,0
F,5.59517395982783,1,61.7,33.9,14,0,9.327894887758857,0
M,7.29,0,80.7,47.5,3,0,8.641475989953921,0
M,4.56,2,61.5,24.8,5,0,17.43997056736901,1
F,6.37517395982783,0,60.0,35.3,14,0,11.062360330888955,0
M,2.71,2,85.7,37.3,12,0,14.682121549919705,0
F,9.05517395982783,2,76.8,32.1,25,0,21.713707408042854,1
F,8.52517395982783,1,70.0,37.2,9,0,13.233739933883166,0
M,6.09,1,76.4,36.4,4,0,15.900382053402163,1
F,1.38517395982783,1,77.9,49.8,29,0,9.958989680606932,0
F,3.16517395982783,1,51.0,34.9,62,0,9.414702632006204,0
M,7.94,2,66.2,28.6,7,0,17.334948945285667,1
M,9.78,2,53.2,30.4,7,0,22.97170735873507,1
F,6.51517395982783,0,68.8,41.9,38,0,9.776158129603495,0
M,8.62,2,59.3,36.1,7,0,15.046470940097072,0
F,4.25517395982783,0,83.6,34.7,19,0,9.917582720465631,0
M,5.03,0,73.6,40.7,6,0,6.943334925831317,0
F,5.77517395982783,1,57.6,43.5,25,0,9.940086614111499,0
F,6.83517395982783,0,67.1,29.6,17,0,9.931789699698136,0
F,1.95517395982783,1,52.8,41.9,31,0,8.735758155456221,0
M,7.85,1,67.8,38.1,8,0,13.228151829023611,0
F,9.08517395982783,1,73.9,38.6,31,0,13.7435574236445,0
M,2.63,2,70.5,32.5,8,0,14.92316625321087,0
M,2.11,2,44.2,28.6,5,0,12.998931794872298,0
M,6.38,0,63.3,22.4,1,0,3.74706613458917,0
F,4.13517395982783,0,73.4,39.0,15,0,8.538732317132983,0
M,0.0,1,71.0,44.2,1,0,7.0059611603394,0
M,7.52,0,81.2,31.7,8,0,6.559401728881179,0
M,5.89,1,51.9,29.8,5,0,10.461177512282637,0
F,4.58517395982783,1,73.6,28.9,13,0,11.612548986542823,0
F,11.0551739598278,0,59.5,33.7,28,0,8.305574650769339,0
F,6.12517395982783,1,69.7,44.7,23,0,13.603650695249863,0
F,3.89517395982783,1,72.2,27.3,23,0,8.317236647172102,0
M,5.75,1,75.6,37.0,10,0,11.353112502454882,0
F,3.17517395982783,0,60.4,34.1,13,0,4.645838710047915,0
F,3.87517395982783,1,69.5,39.2,12,0,10.709412439235237,0
F,6.74517395982783,0,53.3,48.3,23,0,7.661315549208393,0
F,4.38517395982783,2,50.4,43.8,33,0,11.704801080666826,0
F,4.64517395982783,1,74.0,44.7,18,0,12.951152334826372,0
M,9.67,0,66.7,34.5,5,0,9.6300047366694,0
