uranium_lead_ratio,carbon_14_ratio,radioactive_decay_series,stratigraphic_layer_depth,geological_period,paleomagnetic_data,inclusion_of_other_fossils,isotopic_composition,surrounding_rock_type,stratigraphic_position,fossil_size,fossil_weight,age
0.865457808626955,0.178794220830574,0.494579356584594,94.23,Paleogene,Reversed polarity,False,1.19015780822796,Sandstone,Bottom,37.9,225.81,56336
0.317469467608987,0.454287713896156,0.928445343205312,250.81,Jurassic,Normal polarity,True,2.15649731678975,Conglomerate,Bottom,28.74,193.84,41517
0.725872405957264,0.384900427846003,0.467875631775859,80.94,Jurassic,Normal polarity,True,0.282447760202249,Limestone,Bottom,123.51,738.07,48133
0.227015748913477,0.168568365955076,0.381518159446486,138.52,Cretaceous,Normal polarity,True,1.15551854059821,Conglomerate,Middle,56.51,124.42,19128
0.449185113428266,0.540369665443083,0.12154953145166,157.08,Cambrian,Reversed polarity,False,0.703277655895129,Conglomerate,Bottom,58.32,90.94,43152
0.700915665199333,0.265589368799518,0.00663091201462962,88.46,Paleogene,Reversed polarity,False,0.367130972149689,Shale,Middle,145.42,490.81,41351
0.376881811753184,0.368720529851643,0.749551305920694,212.71,Paleogene,Normal polarity,True,1.26981551039644,Sandstone,Bottom,77.85,641.35,39967
0.844260100543292,0.156731835599807,0.499818684618055,184.99,Triassic,Reversed polarity,False,1.25809391365024,Shale,Bottom,111.03,349.68,66349
0.426758711602147,0.378009361854572,0.459242589551517,79.73,Cretaceous,Reversed polarity,False,1.26710789329587,Conglomerate,Top,42.6,101.52,27829
0.525027501364161,0.674091242069898,0.143554992251617,116.31,Devonian,Normal polarity,True,0.57061980090158,Shale,Bottom,44.03,506.69,43685
0.131946620178666,0.275372887641908,0.279559689268356,204.03,Cretaceous,Reversed polarity,False,0.935144606414241,Shale,Bottom,29.9,353.75,23213
0.596514359406748,0.672413623531842,0.721188114061609,141.59,Neogene,Reversed polarity,True,1.57012516097584,Limestone,Bottom,71.17,717.73,50590
0.284712769967258,0.39368458599172,0.356319497934212,181.49,Triassic,Normal polarity,False,1.18837480030875,Limestone,Bottom,71.46,13.17,32996
0.383644986388931,0.815776438610659,0.270221612491131,202.2,Cambrian,Reversed polarity,False,0.925900174443649,Sandstone,Bottom,56.36,226.94,46981
0.870567862211242,0.766013882692788,0.00341831777926216,24.59,Jurassic,Normal polarity,False,1.21078328391715,Shale,Bottom,24.97,297.25,55198
0.146324411044396,0.35217729977373,1.04029392752904,210.56,Cambrian,Normal polarity,False,0.568927353442116,Limestone,Bottom,62.39,210.5,29100
0.136064755174591,0.201683042989947,0.747959353697393,129.93,Devonian,Normal polarity,True,1.51101404601993,Sandstone,Bottom,80.39,614.54,21296
0.254599880888209,0.152883428372613,0.335307180560491,117.91,Paleogene,Normal polarity,True,0.258313056615863,Sandstone,Bottom,82.4,465.77,23758
0.446673684635874,0.443989660056561,0.484764528836796,148.81,Triassic,Normal polarity,True,1.1545537221981,Conglomerate,Bottom,36.95,86.7,40319
0.461291861531083,0.38043617787476,0.482464024112688,92.32,Permian,Normal polarity,True,0.856912887022778,Shale,Middle,49.2,815.09,32051
0.481592980913847,0.431189628629618,0.934837068342435,101.91,Jurassic,Normal polarity,False,0.696812633915511,Conglomerate,Bottom,110.89,254.68,39082
0.601287496078128,0.756497063962782,0.285756961785172,262.91,Triassic,Reversed polarity,True,1.11371618248685,Limestone,Bottom,26.01,258.6,59502
0.531330437521273,0.254748657564287,0.211490334316116,160.6,Neogene,Reversed polarity,False,0.66248626388381,Conglomerate,Middle,159.52,616.51,35009
0.456268198819636,0.0844376222371506,0.761001209356522,146.13,Cambrian,Normal polarity,True,1.07930235712522,Limestone,Middle,44.87,287.85,34516
0.439603640758521,0.622866540358459,0.158232295479712,127.37,Cretaceous,Normal polarity,False,0.470083817131015,Limestone,Middle,61.36,80.33,31452
0.21788206646457,0.194644689401056,0.523610417212079,237.79,Paleogene,Reversed polarity,False,1.39311162513076,Sandstone,Top,93.3,395.36,26066
0.517989719802116,0.416018081636867,0.449031717985563,231.67,Jurassic,Normal polarity,False,1.16628377876967,Limestone,Middle,63.61,548.18,40712
0.356141479606865,0.240621748468188,0.516080729676781,202.56,Cretaceous,Reversed polarity,False,1.15436289570881,Limestone,Bottom,64.02,6.75,37377
0.567993845035371,0.164166558585065,0.655162524083504,100.91,Permian,Normal polarity,False,1.05543424595104,Limestone,Middle,126.98,181.09,36726
0.555425409678872,0.382168585994046,0.215635475831758,168.09,Triassic,Reversed polarity,True,0.164092739344196,Sandstone,Bottom,47.15,338.7,47788
0.666305004492969,0.267844731867892,0.4500428381541,25.2,Triassic,Normal polarity,True,1.66199328404625,Sandstone,Middle,104.22,542.89,34752
0.10247856894186,0.709306520246267,0.311371628086401,159.17,Cretaceous,Normal polarity,True,0.791356840807061,Limestone,Bottom,0.57,324.89,23904
0.40157711564857,0.514795227289659,0.697512396020754,207.94,Paleogene,Normal polarity,False,0.780766687142499,Limestone,Bottom,5.7,162.93,38422
0.79147235417242,0.0992900444368794,0.834144254306121,144.64,Paleogene,Normal polarity,True,1.6635969671403,Limestone,Middle,22.14,180.56,47490
0.38989977614787,0.779348059692904,0.761198232096528,146.52,Triassic,Normal polarity,True,1.62655042344152,Shale,Bottom,49.18,323.55,40313
0.321701973723893,0.353942510136935,0.709323123901995,192.61,Cretaceous,Normal polarity,False,1.07468464926284,Conglomerate,Middle,52.66,137.55,29354
0.452517351199707,0.670720089535839,0.375252002640328,114.93,Cambrian,Reversed polarity,False,0.718205312824218,Limestone,Bottom,12.97,373.59,43746
0.580755809689439,0.0938755283170779,0.622937665997529,223.91,Jurassic,Normal polarity,True,0.151852322413937,Shale,Bottom,113.29,434.15,50446
0.453666458482799,0.266798773567103,0.655847538045986,170.07,Devonian,Reversed polarity,True,0.150714201574511,Shale,Bottom,31.8,222.63,47143
1.24392290373067,0.566514424163952,0.475527789456087,168.44,Cambrian,Reversed polarity,False,1.19449588217968,Shale,Bottom,50.51,304.12,97500
0.661423737378958,0.493374752647112,0.363173774961358,182.01,Devonian,Normal polarity,True,0.874397594765598,Limestone,Middle,6.9,190.1,46517
0.865671988134983,0.846882076306675,1.22091270428327,193.36,Cambrian,Normal polarity,False,0.801311238375962,Shale,Middle,96.47,508.06,65673
0.66166566331087,0.621035679853962,0.612092054670534,338.65,Cambrian,Normal polarity,False,2.19838791148067,Limestone,Middle,103.95,306.33,59439
0.220716189174737,0.550219004520185,0.162991586320729,245.44,Jurassic,Normal polarity,True,0.733557134818345,Sandstone,Bottom,50.44,317.93,32427
0.292605394202564,0.570898681523244,0.81444459370439,89.16,Cambrian,Normal polarity,True,0.928413878722117,Conglomerate,Bottom,86.49,188.84,31768
0.33487348538202,0.421137807704652,0.837329920239511,83.02,Cambrian,Reversed polarity,False,1.72152527833097,Sandstone,Middle,79.07,148.26,28858
0.613620676147171,0.647965476777557,0.209011120486659,294.52,Jurassic,Normal polarity,False,1.09038127761248,Shale,Bottom,85.93,429.05,59664
0.441107234028681,0.673914998823753,0.73216804790981,137.1,Cretaceous,Reversed polarity,False,0.766636798676419,Shale,Bottom,24.47,657.57,43324
0.506583965532046,0.425592695229633,0.796200584619991,201.79,Neogene,Normal polarity,True,1.54120527056273,Shale,Bottom,7.05,409.97,46756
0.552763532829205,0.294966141975033,0.625140760340368,156.21,Permian,Reversed polarity,False,0.508686807826433,Conglomerate,Middle,52.79,101.53,40359
0.499987759097749,0.235685275563252,0.74690960881902,217.41,Cambrian,Normal polarity,False,1.04747492515912,Shale,Bottom,48.24,311.87,49731
0.449403443238762,0.119510129544499,0.414541407470449,315.1,Jurassic,Reversed polarity,True,1.55024732702957,Sandstone,Bottom,30.57,154.63,49593
0.439735133765473,0.321564509743753,0.664083194389405,240.9,Neogene,Normal polarity,False,0.97475829392046,Limestone,Bottom,66.58,712.28,43497
0.35632648067587,0.862344203917922,0.879635649193125,183.25,Cretaceous,Reversed polarity,False,1.05500678814058,Shale,Bottom,26.33,70.46,43925
0.362525007676648,0.448166239004032,0.209493212255582,246.7,Neogene,Normal polarity,True,1.73635034766632,Conglomerate,Top,53.63,241.02,30741
0.38305989664003,0.545236066294527,0.401341676017432,50.32,Cambrian,Normal polarity,True,1.29625571178943,Limestone,Bottom,64.44,577.87,34316
0.337630338433681,0.434459996872196,0.398877779589333,191.72,Cretaceous,Normal polarity,True,1.4048204408513,Limestone,Middle,50.36,23.47,31077
0.480213410678678,0.257135873924532,1.15773995020525,155.56,Cambrian,Normal polarity,True,1.54204836401123,Sandstone,Bottom,51.61,376.88,48718
0.0551249534906093,0.274905014520342,0.38026679754792,10.52,Cambrian,Normal polarity,True,1.22743364129224,Sandstone,Bottom,9.09,236.97,6728
0.714419671900595,0.281541385279633,0.0447667722165861,174.04,Neogene,Reversed polarity,True,2.09684052102397,Limestone,Middle,26.38,243.14,45318
0.651964249112776,0.548274138507222,0.137508146705824,124.68,Carboniferous,Reversed polarity,True,1.58282227514957,Sandstone,Bottom,134.64,627.78,50077
0.53329325633948,0.209430322089287,1.11497527937481,134.44,Cambrian,Normal polarity,True,0.685231677312904,Sandstone,Middle,82.09,449.84,40168
0.403849152904053,0.727468627071813,0.792530487450955,104.04,Cambrian,Normal polarity,True,1.0341158736499,Sandstone,Middle,134.38,348.58,32460
0.183592703117368,0.48517841945058,1.1505140027786,293.34,Triassic,Normal polarity,True,1.41882062942242,Shale,Bottom,113.7,123.64,38142
0.451705400742919,0.959074431943553,0.313503539595185,0.66,Paleogene,Normal polarity,False,1.17267702666902,Shale,Middle,96.88,28.34,28479
0.132100269386349,0.896577189803863,0.851072102712251,29.83,Cretaceous,Reversed polarity,True,1.51628527466735,Limestone,Middle,89.11,341.88,18501
0.164131137330703,0.150281020583206,0.764110606205418,5.74,Neogene,Normal polarity,True,0.734685514565525,Shale,Bottom,20.33,234.47,14465
0.368020358844425,0.589199171888913,0.561338000086561,108.1,Permian,Normal polarity,False,0.810283299572235,Shale,Bottom,68.42,385.17,35123
0.523132573720477,0.454758909577742,0.462673995064456,30.82,Paleogene,Reversed polarity,False,0.551704942509889,Shale,Bottom,119.03,276.18,36794
0.422487440017016,0.669077977206404,0.275702830796145,209.67,Cambrian,Normal polarity,False,0.684011362099153,Sandstone,Top,83.95,77.72,37357
0.78148579990828,0.891488941900663,0.500595339286198,210.74,Devonian,Normal polarity,True,1.6925227160259,Sandstone,Bottom,77.48,351.98,67747
0.210979976894973,0.351704365975005,0.662676851836037,103.22,Cretaceous,Normal polarity,False,0.60896306125342,Limestone,Middle,94.64,179.03,20601
0.620230955791402,0.394582542701738,1.34412675156236,128.68,Cretaceous,Reversed polarity,True,0.777318634555786,Sandstone,Middle,118.33,330.3,41232
0.321481460337472,0.342613928152453,0.040359620575844,209.8,Devonian,Normal polarity,False,1.1696940802098,Sandstone,Bottom,91.12,274.71,34400
0.3130100220407,0.395676262878073,0.289465987765252,346.84,Jurassic,Normal polarity,True,0.903907591657746,Conglomerate,Bottom,52.7,99.76,41926
0.882944263370504,0.34204734333764,0.261455734255773,163.14,Triassic,Normal polarity,True,0.452329985807589,Limestone,Bottom,61.31,244.84,62948
0.354407399386263,0.391980311741875,0.566561828197288,150.18,Neogene,Normal polarity,False,0.83520396908927,Limestone,Bottom,29.59,313.29,32838
0.986880075502786,0.237194469778389,0.23708865306638,141.85,Jurassic,Normal polarity,True,0.845059279841532,Sandstone,Bottom,57.44,553.28,65470
0.231620009563878,0.595161275697134,0.510292030650849,167.02,Cretaceous,Normal polarity,True,0.0670127106365176,Shale,Bottom,149.08,122.04,31317
0.0589021079920055,0.37679425352743,0.369874313849493,192.11,Cretaceous,Normal polarity,True,1.60010583046915,Sandstone,Bottom,67.58,118.21,19785
0.495864340097435,0.478625934219438,0.885218459540177,10.16,Jurassic,Normal polarity,False,0.984338370954153,Limestone,Top,90.47,214,27795
0.335330053639426,0.130533397808877,0.319996410931669,187.95,Neogene,Normal polarity,False,1.47294209482914,Sandstone,Bottom,97.78,85.9,30724
0.493788076099027,0.0965011897323669,0.463584818849377,216.13,Cretaceous,Reversed polarity,True,0.0163693428826243,Limestone,Middle,65.83,392.67,38378
0.569238310922297,0.748456020012957,0.283591860093858,52.8,Jurassic,Normal polarity,True,0.459998674115841,Limestone,Middle,50.03,307.62,34381
0.547326533147329,0.404310580375036,0.20011512674842,181.29,Cambrian,Normal polarity,False,0.730311173451876,Sandstone,Middle,129.77,217.76,39435
0.74891610355529,0.349613714256628,0.239919725685859,221.84,Jurassic,Normal polarity,True,0.457683151935568,Sandstone,Bottom,48.42,444.88,56677
0.641260017280033,0.680864315119664,0.6712135071003,89.12,Paleogene,Normal polarity,True,0.789894497185353,Sandstone,Bottom,70,226.79,47223
0.476685121387477,0.659803272781474,0.879076671926935,259.21,Neogene,Reversed polarity,True,0.720959658389323,Sandstone,Bottom,63.52,118.03,53368
0.412031566588309,0.490199431907637,0.465101762999807,243.99,Permian,Normal polarity,False,1.0546943025574,Shale,Bottom,118.45,477.15,43889
0.677191673287085,0.206784045272779,0.466588489127746,7.08,Triassic,Normal polarity,False,1.10283738831752,Sandstone,Middle,17.42,417.38,36033
0.293162570168169,0.1580552738194,0.473818026480402,96.37,Cretaceous,Normal polarity,True,0.769734877752313,Limestone,Bottom,90.4,20.63,24869
0.102215677907807,0.921710464593451,0.779872756331953,41.25,Triassic,Normal polarity,False,0.701266920364391,Sandstone,Bottom,18.7,309.01,20016
0.472762149751471,0.9999999999,0.308704814207916,300.56,Cretaceous,Normal polarity,True,1.92952539141826,Shale,Top,55.99,466.21,46571
0.457945557355859,0.298115283667198,0.742885951379172,46.67,Carboniferous,Normal polarity,False,1.36013338991977,Shale,Middle,64.27,108.59,28851
0.496552994185094,0.5783800035359,0.704268949122809,125.2,Cambrian,Normal polarity,True,0.551630084836378,Shale,Bottom,26.39,286.91,47484
0.455293165584192,0.383753267075019,0.0485608382172154,84.16,Triassic,Reversed polarity,False,0.98725572404961,Limestone,Bottom,7.7,74.24,35392
0.92147391263747,0.268034970811295,0.46038346622534,257.72,Cambrian,Reversed polarity,False,0.35429602238805,Shale,Bottom,58.29,124.14,77903
0.553720127386552,0.576193286866003,0.910909919915403,61.52,Neogene,Reversed polarity,True,0.389384522239542,Sandstone,Bottom,35.08,168.67,42035
0.285534021948233,0.585537777142592,0.644588214530204,102.46,Cretaceous,Normal polarity,True,0.956706663593222,Conglomerate,Bottom,95.81,496.55,28131
0.519696608082716,0.6549145255604,0.521115915481861,69.56,Permian,Normal polarity,False,1.44455156332655,Shale,Bottom,34.65,325.79,41749
0.40458190609534,0.430788823493018,0.256946601314695,234.15,Neogene,Normal polarity,True,1.2020792487414,Conglomerate,Middle,29.32,210.93,31813
0.79769361809095,0.588307381335485,0.404250285349238,108.71,Paleogene,Normal polarity,False,1.70462519689258,Limestone,Bottom,81.73,330.06,56099
0.695943364448976,0.138869068231036,0.228495534197587,251.45,Permian,Normal polarity,False,1.40651559666797,Sandstone,Bottom,73.02,582.48,57263
0.255199400208353,0.0283506923470104,0.300215798545154,273.59,Paleogene,Normal polarity,False,0.0307461809542618,Limestone,Middle,105.97,254.64,28080
0.251505861537773,0.295091115556938,0.850902783077681,209.49,Devonian,Normal polarity,False,1.03025566028239,Conglomerate,Middle,37.93,119.61,28378
0.763697027756523,0.393233319148572,0.159584719814045,142.78,Cambrian,Normal polarity,True,0.525844092479166,Limestone,Bottom,46.78,448.94,57608
0.667963163286428,0.843581767288811,0.817306137543082,200.99,Permian,Reversed polarity,False,0.306588456226472,Sandstone,Bottom,49.24,344.29,64518
0.540726165206551,0.726484501625323,0.20742433264188,8.62,Cambrian,Normal polarity,True,0.749755184890964,Sandstone,Top,121.1,381.91,31729
0.239153878051358,0.587860608233638,0.938962683438591,127.63,Jurassic,Normal polarity,False,1.19315099478236,Conglomerate,Top,77.71,558.07,24578
0.296778178754623,0.214299254283706,0.287823227333858,229.15,Cambrian,Normal polarity,True,0.49725979845878,Limestone,Bottom,149.84,304.45,33236
0.628446658401122,0.594726852105569,0.488975496268015,163.93,Triassic,Normal polarity,True,0.950217392960007,Conglomerate,Bottom,25.56,209.89,50858
0.528768361676114,0.621638257089835,0.357663668745126,133.01,Cretaceous,Normal polarity,True,1.372184358853,Limestone,Top,76.94,390.69,34839
0.710917401320933,0.857077229652771,0.17883674631102,176.39,Cretaceous,Reversed polarity,True,0.554673191734036,Conglomerate,Middle,83.3,373.16,48347
0.207707727637425,0.510699890022376,1.18856074695965,234.97,Triassic,Reversed polarity,False,1.37357890664487,Sandstone,Middle,135.72,542.01,30772
0.420035267173263,0.239354938516166,0.718969371245547,105.79,Cretaceous,Normal polarity,True,0.162508053573086,Limestone,Bottom,131.97,266.77,34660
0.427699733477864,0.60002262225504,0.865089831816715,90.23,Neogene,Normal polarity,False,0.328909267877859,Shale,Middle,109.43,317.21,32086
0.638231715376569,0.319860164496764,0.487793409541915,95.45,Cambrian,Reversed polarity,True,1.84414795803829,Conglomerate,Bottom,74.36,55.87,49905
0.180069360505669,0.364227923714352,1.15901177538013,215.06,Jurassic,Normal polarity,False,1.70210199729159,Sandstone,Middle,16.66,457.9,25983
0.323927558121718,0.676299964888953,0.211459600498225,74.77,Cambrian,Reversed polarity,True,0.931418042772563,Limestone,Middle,43.62,662.69,27167
0.882863229552988,0.651911184116818,0.692228916174097,274.5,Paleogene,Normal polarity,True,0.709878101741257,Shale,Top,88.3,270.2,62772
0.813904109776544,0.656576230491084,0.222748284237882,232.52,Cambrian,Normal polarity,True,1.38449607928803,Sandstone,Bottom,60.13,73.92,69512
0.518511879931825,0.458315697020098,0.291113583155971,86.19,Jurassic,Normal polarity,False,0.648784020518219,Shale,Bottom,25.55,296.27,40266
0.363264933799837,0.326830364978937,0.581251679065401,97.1,Triassic,Reversed polarity,False,0.418670293542493,Sandstone,Bottom,100.29,59.93,32799
0.315770440384334,0.173263171814351,0.45817706043105,10.26,Paleogene,Normal polarity,True,1.89513574425388,Limestone,Middle,41.25,134.17,18387
0.502495299663668,0.141738670107856,0.74124119427518,210.1,Cretaceous,Reversed polarity,True,0.432556464090492,Limestone,Middle,111.68,217.94,39766
0.213086242282111,0.529390528680627,0.419929836907058,347.68,Triassic,Normal polarity,True,0.406267704283736,Shale,Top,100.75,126.95,33231
0.353368275694943,0.0996486406371969,0.416389650647085,143.45,Neogene,Normal polarity,True,0.874776603787742,Limestone,Bottom,130.59,414.21,30131
0.938772962172069,0.595476005734692,0.453521848242694,179.85,Jurassic,Normal polarity,True,1.05028755507586,Shale,Middle,49.09,213.05,56983
0.493995781802471,0.198774271892449,0.217308063403808,14.05,Cambrian,Reversed polarity,False,0.0717679153062433,Conglomerate,Bottom,46.28,722.13,31615
0.632110646208237,0.58821088259544,0.454349611299182,110.83,Triassic,Normal polarity,True,0.271092869486712,Sandstone,Top,112.99,268.67,40637
0.795318868674182,0.0644193737810421,0.610774166286584,68.33,Triassic,Reversed polarity,False,0.0985295800542638,Shale,Top,96.61,392.24,46417
0.264548412376064,0.452754684143678,0.761694938808809,183.09,Neogene,Reversed polarity,True,1.07895315416613,Shale,Middle,39.01,316.94,29108
0.658604624101552,0.499819534283312,0.159226928653268,107.43,Permian,Normal polarity,False,0.173914567536609,Sandstone,Top,53.18,323.1,41083
0.381288260215349,0.557528839599358,0.423821986162146,257.5,Triassic,Reversed polarity,True,0.559879302801712,Sandstone,Bottom,41.23,61.72,44713
0.334266433378174,0.413634680900972,0.869274501181031,238.93,Jurassic,Normal polarity,True,0.478932886243521,Limestone,Bottom,46.27,311.42,40972
0.0489447961475412,0.53446407713843,0.453688482787651,248.01,Triassic,Normal polarity,False,0.903311300184077,Shale,Middle,52.71,126.4,21319
0.0444724752186984,0.956542502032216,0.297594329356518,188.5,Cambrian,Normal polarity,True,0.242528018809221,Sandstone,Top,43.04,457.85,22668
0.85529700328632,0.387967012978965,0.680954271010291,180.76,Triassic,Normal polarity,True,0.904640523657251,Sandstone,Top,66.62,252.41,53308
0.106516952519541,0.240529823778412,0.644991889682414,274.4,Cambrian,Normal polarity,True,1.15799305231217,Sandstone,Bottom,32.75,181,30009
0.470222918258471,0.242194553954422,1.28154895737617,69.21,Cambrian,Normal polarity,True,1.48616447407971,Conglomerate,Bottom,62.9,143.02,40653
0.174497152323027,0.435587466731731,0.825616419338607,117.55,Cretaceous,Normal polarity,True,0.194396026637578,Sandstone,Middle,42.56,477.85,20098
0.395490745548642,0.526581381054721,0.12349024086345,246.86,Cretaceous,Normal polarity,True,1.21025218702388,Sandstone,Top,72.17,552.5,35011
0.198108130402482,0.572398147707062,0.67892448101026,149.48,Cretaceous,Reversed polarity,False,2.10517063424068,Shale,Bottom,12.47,398.7,28174
0.219060695183852,0.58015274431267,0.854728608167234,100.68,Paleogene,Normal polarity,False,1.32788562664566,Limestone,Top,38.49,100.8,21781
0.9589574297073,0.550417804957015,0.578430070969528,107.52,Devonian,Normal polarity,False,0.588272708275953,Shale,Middle,62.75,142.14,58344
0.803142513287385,0.570895175067905,0.876388932375835,172.45,Triassic,Normal polarity,False,0.708541476011797,Sandstone,Bottom,94.48,356.86,61986
0.167903692710131,0.600086138168861,0.649583540773237,149.85,Triassic,Reversed polarity,True,0.820459488350494,Limestone,Bottom,123.72,676.55,25668
0.139158497795059,0.303782896353451,0.44800457138739,161.88,Jurassic,Normal polarity,True,1.59773996115571,Limestone,Middle,77.47,103.19,19926
0.751013333253337,0.354426556090445,0.555425095007728,104.19,Permian,Reversed polarity,True,0.77038570174505,Conglomerate,Bottom,66.96,422.9,56123
0.346781072417948,0.184850689124731,0.204043638017121,212.3,Triassic,Normal polarity,True,0.236683681780026,Limestone,Bottom,67.83,163.27,34517
0.814901122792253,0.519233776064508,0.460989368440046,57.35,Cretaceous,Normal polarity,False,0.860242008227246,Limestone,Bottom,14.8,235.22,52492
0.660916732731563,0.95373270799956,0.717536030384412,6.05,Cambrian,Normal polarity,True,1.6049876880639,Limestone,Bottom,66.1,465.9,52770
0.415858848027525,0.220159653629031,0.646142607359566,232.19,Permian,Normal polarity,False,0.213346909417135,Sandstone,Bottom,90.87,54.3,43038
0.0595374516534628,0.150078089430218,0.237393782346189,74.61,Triassic,Normal polarity,False,1.12054756939304,Limestone,Bottom,111.18,610.35,11409
0.437441363326616,0.762977823559026,0.163316176821881,205.67,Carboniferous,Normal polarity,True,1.29584999472984,Sandstone,Bottom,110.35,448.97,42374
0.33881665483026,0.660495803257402,0.416993379513228,201.43,Cambrian,Reversed polarity,True,0.486595810937209,Sandstone,Bottom,85.55,199.61,41601
0.257404376109519,0.558067330727225,0.57019646117145,206.08,Cretaceous,Reversed polarity,True,1.36593431858861,Limestone,Bottom,92.94,356.74,36780
0.299539100223361,0.272242808876336,0.465727253831581,285.2,Triassic,Normal polarity,False,0.299658640438214,Sandstone,Middle,42.51,539.2,32311
0.148502874577567,0.480051696214022,0.741728097139033,110.23,Cambrian,Normal polarity,True,1.29967098468917,Shale,Bottom,37.54,89.72,24584
0.258608356177898,0.434055791383366,0.582876798426429,277.64,Cambrian,Normal polarity,True,1.19848322570481,Sandstone,Bottom,123.35,327.68,39355
0.226890092314,0.23932875482549,0.907807018186731,176.74,Devonian,Normal polarity,True,0.824915311231245,Sandstone,Middle,104.41,139.87,25865
0.90784886465875,0.53403681826676,0.54142300012441,131.53,Cretaceous,Normal polarity,True,1.37743009220574,Shale,Bottom,188.33,295.42,65630
0.475328584934384,0.523177919959252,0.645985721107815,58.11,Ordovician,Normal polarity,False,1.66482015655058,Shale,Bottom,70.3,27.63,38800
0.217008691419207,0.60123101714509,0.278202734891068,244.61,Jurassic,Normal polarity,False,0.261517163828279,Limestone,Bottom,117.75,614.1,32985
0.894906588934125,0.9999999999,0.807722079779376,93.67,Paleogene,Reversed polarity,True,0.617315025783093,Shale,Top,49.24,486.48,58766
0.196779572708028,0.180815403013043,0.215034738977838,158.12,Paleogene,Normal polarity,True,1.69489001946232,Shale,Middle,23.46,102.28,19434
0.996854812577258,0.214755098776697,0.431916777810945,109.61,Jurassic,Normal polarity,True,0.845534773433928,Shale,Bottom,118.94,574.5,63886
0.657743854141797,0.285133364798177,0.506143456632952,173.41,Cambrian,Normal polarity,True,0.917956526589034,Limestone,Top,9.4,292.17,45744
0.57110972137955,0.256477895219921,0.903844878000782,91.27,Devonian,Normal polarity,False,0.693740306941423,Sandstone,Middle,77.12,79.61,38053
0.292196235584448,0.581604181655277,0.678429329185759,91.22,Devonian,Reversed polarity,False,0.92806269604208,Limestone,Bottom,58.97,333.32,32174
0.56391569869156,0.193161086354116,0.435830105405973,110.26,Paleogene,Reversed polarity,True,0.996455907107398,Conglomerate,Top,50.68,25.58,34904
0.476495838580551,0.372123960946924,0.718097095427525,77.27,Cambrian,Reversed polarity,False,0.517802506582357,Conglomerate,Bottom,38.82,691.88,42053
0.855435260236108,0.72538089254455,0.49354753695078,151.99,Jurassic,Normal polarity,True,0.881029776448059,Limestone,Middle,71.44,64.14,54515
0.564004112605672,0.267862524812559,0.488527169740836,106.08,Cambrian,Normal polarity,True,0.407942993888714,Limestone,Bottom,103.39,586.68,45451
0.857984735560103,0.709385290820899,0.667347291678985,119.48,Triassic,Reversed polarity,False,0.661210852432127,Shale,Middle,67.29,379.05,57478
0.70802320501699,0.431540108423696,0.18613589822902,152.82,Permian,Reversed polarity,True,0.906901029890221,Limestone,Middle,47.25,593.72,46391
0.790450569729927,0.723178050118629,0.986926297770881,162.77,Cambrian,Normal polarity,True,1.51295663231638,Shale,Top,91.13,396.23,58437
0.346525198249974,0.624870565202034,0.91128926178269,122,Ordovician,Normal polarity,True,0.499169833432688,Shale,Bottom,21.84,82.97,39078
0.413919755674125,0.351689149749826,0.553197222837848,131.23,Cambrian,Reversed polarity,True,1.37558917012155,Shale,Middle,84.56,309.26,33049
0.46119389664212,0.732876298985506,0.536650241418178,237.33,Cambrian,Normal polarity,True,0.704360864975447,Shale,Bottom,60.77,221.53,50149
0.169733529121419,0.235591692538428,0.73063936389163,54.09,Triassic,Reversed polarity,True,0.415343045307757,Limestone,Middle,31.61,382.45,16022
0.871709744683781,0.274598564620369,0.590272516010752,275.06,Cretaceous,Normal polarity,True,1.87715229907026,Limestone,Bottom,42.55,173.97,67935
1.52492085259573,0.196071269079041,0.324575798643045,113.81,Cretaceous,Reversed polarity,True,0.108538948790757,Sandstone,Bottom,54.99,261.35,95549
0.213470233695852,0.460460378839183,0.439547186962723,220.48,Cambrian,Normal polarity,True,0.622776402352951,Limestone,Bottom,79.49,340.66,34275
0.50130925474707,0.0983267286929782,0.850460871583937,51.48,Triassic,Normal polarity,False,1.04771234402688,Conglomerate,Bottom,17.87,2.22,34299
0.34755849608496,0.542472895548318,0.365490410996491,96.18,Triassic,Normal polarity,False,0.933450294395556,Shale,Middle,40.05,528.89,26686
0.292901612831327,0.563745324201484,0.38261078511689,18.45,Devonian,Reversed polarity,True,1.90087976413738,Sandstone,Bottom,70.42,189.98,25033
0.156989943815231,0.349904978652548,0.367009570015212,336.16,Neogene,Normal polarity,True,0.683204596132362,Shale,Top,100.6,297.7,29519
0.0923371423465149,0.169850003882121,0.284620230730219,232.58,Cretaceous,Reversed polarity,True,0.356277868477498,Sandstone,Top,111.96,162.66,19827
0.829470137631865,0.143073808939909,0.374080338736268,46.4,Cambrian,Normal polarity,False,0.303551905543623,Shale,Middle,152.11,117.99,46959
0.561117870487317,0.523647080013172,0.894522808388985,52.74,Carboniferous,Reversed polarity,True,1.03554917825622,Shale,Middle,131.34,28.48,39047
0.530824675143745,0.887036962989376,0.113827125689473,217.76,Permian,Reversed polarity,False,1.35081223607444,Sandstone,Middle,115.33,600.93,43087
0.863942617687641,0.240228005721429,0.186054046845018,172.79,Cretaceous,Normal polarity,False,0.743607407019212,Shale,Bottom,100.93,366.38,59513
