,IL,cation,anion,x_CO2,T (K),P (bar),x_CO2_hat,residual,relative err.,set,[CH3],[CH2],[CH],[OCH2],[OCH3],[CF2],[CF3],[OH],CH=CH,CH=CH2,[Im13],[MIm],[MMIM],[Py],[MPy],[MPyrro],[MPip],[NH3],[NH2],[NH],[N],[P],[S],[BF4],[Cl],[DCA],[NO3],[PF6],[SCN],[TCB],[C(CN)3],[HSO4],[FSA],[Tf2N],[BETA],[FOR],[TFA],[C3F7CO2],[MeSO4],[EtSO4],[MDEGSO4],[MeSO3],[TfO],[NfO],[TDfO],[TOS],[C12PhSO3],[DMPO4],[DEPO4],[DBPO4],[methide]
4562,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.411,313.15,13.6,0.30206674,0.10893325662612913,26.5,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4563,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,373.15,13.3,0.19089824,0.13910176038742067,42.2,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4564,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,363.15,12.0,0.19398785,0.1360121536254883,41.2,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4565,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.411,303.15,11.5,0.2863647,0.12463529562950132,30.3,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4566,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,353.15,11.4,0.20282248,0.1271775233745575,38.5,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4568,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,343.15,10.1,0.20227611,0.12772388935089113,38.7,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4570,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,333.15,8.2,0.18975285,0.14024715304374696,42.5,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4573,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,323.15,7.1,0.18419734,0.14580266356468202,44.2,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4575,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,313.15,5.7,0.16932285,0.1606771516799927,48.7,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4577,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,303.15,4.9,0.16163474,0.16836525678634645,51.0,test,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,[C7MPYR][Tf2N],[C7MPYR],[Tf2N],0.521,303.15,15.5,0.3986109,0.12238911008834841,23.5,test,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,[C7MPYR][Tf2N],[C7MPYR],[Tf2N],0.302,313.15,4.5,0.19479513,0.10720486831665038,35.5,test,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,[C7MPYR][Tf2N],[C7MPYR],[Tf2N],0.302,303.15,2.6,0.16001257,0.14198742699623107,47.0,train,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689,[C9MPYR][Tf2N],[C9MPYR],[Tf2N],0.443,303.15,8.4,0.30882072,0.13417927551269532,30.3,train,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759,[HMIM][Tf2N],[HMIM],[Tf2N],0.14,343.15,17.93,0.24516943,-0.10516943097114562,75.1,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4806,[EMIM][BF4],[EMIM],[BF4],0.240544130597222,303.2,41.55,0.347843,-0.10729886075485931,44.6,train,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.421,363.34,35.35,0.5237025,-0.1027025022506714,24.4,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6219,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.421,353.21,31.54,0.52120864,-0.10020864391326906,23.8,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6226,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.308,363.29,22.46,0.43326527,-0.12526526880264283,40.7,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6228,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.308,353.11,19.93,0.42704368,-0.11904367637634278,38.7,test,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.308,343.13,17.39,0.41480857,-0.10680857133865357,34.7,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6235,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.205,363.4,14.25,0.36079773,-0.1557977330684662,76.0,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6237,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.205,353.21,12.35,0.34902233,-0.1440223288536072,70.3,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6239,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.169,363.24,10.66,0.32451373,-0.1555137333869934,92.0,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6240,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.205,343.2,10.55,0.33274245,-0.12774245262145997,62.3,test,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6242,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.169,353.21,9.09,0.31052667,-0.14152666902542113,83.7,test,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6243,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.205,333.15,8.87,0.3116537,-0.10665370345115663,52.0,test,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6245,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.169,343.22,7.6,0.2924031,-0.12340310192108153,73.0,test,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6484,[OMIM][Tf2N],[OMIM],[Tf2N],0.7915,313.2,55.4,0.68308157,0.10841843271255491,13.7,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6596,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.411,313.15,13.6,0.30206674,0.10893325662612913,26.5,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6597,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,373.15,13.3,0.19089824,0.13910176038742067,42.2,test,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6598,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,363.15,12.0,0.19398785,0.1360121536254883,41.2,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6599,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.411,303.15,11.5,0.2863647,0.12463529562950132,30.3,test,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6600,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,353.15,11.4,0.20282248,0.1271775233745575,38.5,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6602,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,343.15,10.1,0.20227611,0.12772388935089113,38.7,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6604,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,333.15,8.2,0.18975285,0.14024715304374696,42.5,test,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6607,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,323.15,7.1,0.18419734,0.14580266356468202,44.2,test,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6609,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,313.15,5.7,0.16932285,0.1606771516799927,48.7,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6611,[C5MPYR][Tf2N],[C5MPYR],[Tf2N],0.33,303.15,4.9,0.16163474,0.16836525678634645,51.0,train,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6662,[C7MPYR][Tf2N],[C7MPYR],[Tf2N],0.521,303.15,15.5,0.3986109,0.12238911008834841,23.5,train,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6669,[C7MPYR][Tf2N],[C7MPYR],[Tf2N],0.302,313.15,4.5,0.19479513,0.10720486831665038,35.5,test,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6670,[C7MPYR][Tf2N],[C7MPYR],[Tf2N],0.302,303.15,2.6,0.16001257,0.14198742699623107,47.0,test,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6723,[C9MPYR][Tf2N],[C9MPYR],[Tf2N],0.443,303.15,8.4,0.30882072,0.13417927551269532,30.3,train,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6726,[C9MPYR][Tf2N],[C9MPYR],[Tf2N],0.323,303.15,2.6,0.1912027,0.13179729986190797,40.8,train,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6897,[BMIM][Tf2N],[BMIM],[Tf2N],0.316537274209665,323.15,40.8,0.4875362,-0.17099891773064263,54.0,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6898,[BMIM][Tf2N],[BMIM],[Tf2N],0.290757544675133,323.15,36.3,0.45509005,-0.1643325012538221,56.5,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6899,[BMIM][Tf2N],[BMIM],[Tf2N],0.265611558258854,323.15,31.7,0.41785675,-0.15224519461361302,57.3,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,[BMIM][Tf2N],[BMIM],[Tf2N],0.226517524930891,323.15,26.0,0.3650767,-0.1385591659813557,61.2,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901,[BMIM][Tf2N],[BMIM],[Tf2N],0.16237899222255,323.15,17.3,0.2672393,-0.10486031017422429,64.6,test,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7126,[HMIM][PF6],[HMIM],[PF6],0.512,303.15,28.7,0.4001512,0.11184880685806275,21.8,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7130,[HMIM][PF6],[HMIM],[PF6],0.427,303.15,21.0,0.32695216,0.10004784059524535,23.4,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7133,[HMIM][PF6],[HMIM],[PF6],0.355,313.15,16.6,0.24604756,0.10895244359970091,30.7,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7136,[HMIM][PF6],[HMIM],[PF6],0.355,303.15,10.7,0.2003271,0.1546729016304016,43.6,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7138,[HMIM][PF6],[HMIM],[PF6],0.216,313.15,5.3,0.102175124,0.11382487601041794,52.7,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7139,[HMIM][PF6],[HMIM],[PF6],0.216,303.15,3.0,0.078931265,0.13706873542070389,63.5,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7318,[EMIM][MeSO4],[EMIM],[MeSO4],0.51,299.6,52.1,0.3706109,0.13938910722732545,27.3,train,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7366,[HOC2MIM][TFA],[HOC2MIM],[TFA],0.61,333.6,82.3,0.44645393,0.16354607105255126,26.8,train,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7367,[HOC2MIM][TFA],[HOC2MIM],[TFA],0.63,314.2,81.2,0.5212025,0.10879749536514283,17.3,train,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7388,[HMIM][TfO],[HMIM],[TfO],0.3,313.1,32.9,0.42156434,-0.12156434059143068,40.5,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7389,[HMIM][TfO],[HMIM],[TfO],0.24,313.1,23.7,0.34140033,-0.10140032529830934,42.3,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7392,[HMIM][TfO],[HMIM],[TfO],0.05,313.1,10.4,0.18504053,-0.13504053354263307,270.1,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7462,[HMIM][PF6],[HMIM],[PF6],0.658436858369319,243.2,11.4,0.5095583,0.1488785383238478,22.6,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7540,[BMIM][Tf2N],[BMIM],[Tf2N],0.617,273.15,20.0,0.5066225,0.11037750673294067,17.9,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7548,[BMIM][Tf2N],[BMIM],[Tf2N],0.5296,273.15,15.0,0.4098599,0.1197401042938232,22.6,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7835,[OMIM][BF4],[OMIM],[BF4],0.676672800538348,273.2,21.91,0.50983727,0.16683553075532798,24.7,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7836,[OMIM][BF4],[OMIM],[BF4],0.749846494763572,258.2,18.56,0.5885395,0.1613070136005471,21.5,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7839,[OMIM][BF4],[OMIM],[BF4],0.606159782230581,273.2,18.2,0.45941597,0.14674380999776238,24.2,test,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7840,[OMIM][BF4],[OMIM],[BF4],0.552162018900107,273.2,15.5,0.41923672,0.13292529929180008,24.1,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7841,[OMIM][BF4],[OMIM],[BF4],0.678202879779806,258.2,15.09,0.5286196,0.14958329235838874,22.1,test,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7845,[OMIM][BF4],[OMIM],[BF4],0.624163498267304,258.2,13.0,0.4897294,0.1344340938178411,21.5,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7846,[OMIM][BF4],[OMIM],[BF4],0.483373505242943,273.2,12.3,0.36757317,0.11580033338892382,24.0,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7848,[OMIM][BF4],[OMIM],[BF4],0.74938474464557,243.2,11.3,0.5627707,0.1866140203490002,24.9,test,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7851,[OMIM][BF4],[OMIM],[BF4],0.554158939288531,258.2,10.4,0.4383576,0.11580134765950267,20.9,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7852,[OMIM][BF4],[OMIM],[BF4],0.702481494866541,243.2,10.11,0.5355175,0.16696398111455735,23.8,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7857,[OMIM][BF4],[OMIM],[BF4],0.619110906070781,243.2,8.4,0.49512494,0.12398596996696021,20.0,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7871,[OMIM][BF4],[OMIM],[BF4],0.25,243.2,3.25,0.36522225,-0.11522224545478821,46.1,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7873,[OMIM][BF4],[OMIM],[BF4],0.173813665987957,258.2,3.1,0.27649164,-0.10267797601033402,59.1,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7876,[OMIM][BF4],[OMIM],[BF4],0.205234659257946,243.2,2.51,0.34561732,-0.1403826648558998,68.4,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7916,[OMIM][Tf2N],[OMIM],[Tf2N],0.369,298.15,10.0,0.26549283,0.10350717329978942,28.1,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8095,[BMIM][NfO],[BMIM],[NfO],0.3837,293.15,18.53,0.26884335,0.11485664720535277,29.9,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8099,[BMIM][NfO],[BMIM],[NfO],0.2659,303.15,13.71,0.15040597,0.11549402680397036,43.4,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8100,[BMIM][NfO],[BMIM],[NfO],0.2399,313.15,13.57,0.13570029,0.1041997145652771,43.4,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
